fasta_id	beta_strands
7RJ5_EMD-24481_C	0
7RMO_EMD-24576_A	0
7RO2_EMD-24585_A	0
7RO3_EMD-24586_A	0
7RSI_EMD-24672_B	0
7RSI_EMD-24672_A	0
7RUG_EMD-24705_B	0
7RWA_EMD-24712_E	0
7RWA_EMD-24712_D	0
7RWA_EMD-24712_C	0
7RYQ_EMD-24745_A	0
7S0E_EMD-24788_C	0
7S0E_EMD-24788_B	0
7SQK_EMD-25387_B	0
7SQK_EMD-25387_H	0
7SQK_EMD-25387_G	0
7SXA_EMD-25496_A	0
7SZ4_EMD-25560_A	0
7SZ6_EMD-25562_A	0
7T17_EMD-25606_D	0
7T17_EMD-25606_B	0
7TC9_EMD-25806_C	0
7TC9_EMD-25806_A	0
7TDM_EMD-25834_D	0
7TDM_EMD-25834_C	0
7TDN_EMD-25835_D	0
7TDN_EMD-25835_C	0
7TDZ_EMD-25817_N	0
7TDZ_EMD-25817_J	0
7TDZ_EMD-25817_AA	0
7TDZ_EMD-25817_Z	0
7TDZ_EMD-25817_X	0
7TDZ_EMD-25817_V	0
7TDZ_EMD-25817_P	0
7TEE_EMD-25845_F	0
7TEE_EMD-25845_E	0
7TEQ_EMD-25849_F	0
7TEQ_EMD-25849_E	0
7TER_EMD-25850_F	0
7TER_EMD-25850_E	0
7TES_EMD-25851_F	0
7TES_EMD-25851_E	0
7TIJ_EMD-25911_G	0
7TIT_EMD-25914_G	0
7TJ7_EMD-25918_G	0
7TK1_EMD-25949_V	0
7TK1_EMD-25949_U	0
7TK1_EMD-25949_T	0
7TK1_EMD-25949_S	0
7TK1_EMD-25949_R	0
7TK1_EMD-25949_Q	0
7TK1_EMD-25949_N	0
7TK1_EMD-25949_K	0
7TK1_EMD-25949_AA	0
7TK1_EMD-25949_Z	0
7TK1_EMD-25949_Y	0
7TK1_EMD-25949_X	0
7TK2_EMD-25954_V	0
7TK2_EMD-25954_U	0
7TK2_EMD-25954_S	0
7TK2_EMD-25954_R	0
7TK2_EMD-25954_Q	0
7TK2_EMD-25954_N	0
7TK2_EMD-25954_K	0
7TK2_EMD-25954_AA	0
7TK2_EMD-25954_Z	0
7TK2_EMD-25954_Y	0
7TK2_EMD-25954_X	0
7TK2_EMD-25954_W	0
7TK3_EMD-25955_U	0
7TK3_EMD-25955_S	0
7TK3_EMD-25955_R	0
7TK3_EMD-25955_Q	0
7TK3_EMD-25955_N	0
7TK3_EMD-25955_K	0
7TK3_EMD-25955_AA	0
7TK3_EMD-25955_Z	0
7TK3_EMD-25955_Y	0
7TK3_EMD-25955_X	0
7TK3_EMD-25955_W	0
7TK4_EMD-25956_R	0
7TK4_EMD-25956_Z	0
7TK4_EMD-25956_V	0
7TK4_EMD-25956_U	0
7TK4_EMD-25956_T	0
7TK4_EMD-25956_S	0
7TK4_EMD-25956_Q	0
7TK4_EMD-25956_N	0
7TK4_EMD-25956_K	0
7TK4_EMD-25956_AA	0
7TK4_EMD-25956_Y	0
7TK4_EMD-25956_X	0
7TK4_EMD-25956_W	0
7TK5_EMD-25957_V	0
7TK5_EMD-25957_U	0
7TK5_EMD-25957_T	0
7TK5_EMD-25957_S	0
7TK5_EMD-25957_R	0
7TK5_EMD-25957_Q	0
7TK5_EMD-25957_N	0
7TK5_EMD-25957_K	0
7TK5_EMD-25957_AA	0
7TK5_EMD-25957_Z	0
7TK5_EMD-25957_Y	0
7TK5_EMD-25957_X	0
7TK5_EMD-25957_W	0
7TK6_EMD-25958_V	0
7TK6_EMD-25958_U	0
7TK6_EMD-25958_T	0
7TK6_EMD-25958_S	0
7TK6_EMD-25958_R	0
7TK6_EMD-25958_Q	0
7TK6_EMD-25958_N	0
7TK6_EMD-25958_K	0
7TK6_EMD-25958_AA	0
7TK6_EMD-25958_Z	0
7TK6_EMD-25958_Y	0
7TK6_EMD-25958_X	0
7TK6_EMD-25958_W	0
7TK7_EMD-25959_AA	0
7TK7_EMD-25959_V	0
7TK7_EMD-25959_U	0
7TK7_EMD-25959_T	0
7TK7_EMD-25959_S	0
7TK7_EMD-25959_R	0
7TK7_EMD-25959_Q	0
7TK7_EMD-25959_N	0
7TK7_EMD-25959_K	0
7TK7_EMD-25959_Z	0
7TK7_EMD-25959_Y	0
7TK7_EMD-25959_X	0
7TK8_EMD-25960_U	0
7TK8_EMD-25960_T	0
7TK8_EMD-25960_S	0
7TK8_EMD-25960_R	0
7TK8_EMD-25960_Q	0
7TK8_EMD-25960_N	0
7TK8_EMD-25960_K	0
7TK8_EMD-25960_AA	0
7TK8_EMD-25960_Z	0
7TK8_EMD-25960_Y	0
7TK8_EMD-25960_X	0
7TK8_EMD-25960_W	0
7TK9_EMD-25961_U	0
7TK9_EMD-25961_S	0
7TK9_EMD-25961_R	0
7TK9_EMD-25961_Q	0
7TK9_EMD-25961_N	0
7TK9_EMD-25961_K	0
7TK9_EMD-25961_AA	0
7TK9_EMD-25961_Z	0
7TK9_EMD-25961_Y	0
7TK9_EMD-25961_X	0
7TK9_EMD-25961_W	0
7TKA_EMD-25962_V	0
7TKA_EMD-25962_U	0
7TKA_EMD-25962_T	0
7TKA_EMD-25962_S	0
7TKA_EMD-25962_R	0
7TKA_EMD-25962_Q	0
7TKA_EMD-25962_N	0
7TKA_EMD-25962_K	0
7TKA_EMD-25962_AA	0
7TKA_EMD-25962_Z	0
7TKA_EMD-25962_Y	0
7TKA_EMD-25962_X	0
7TKA_EMD-25962_W	0
7TKB_EMD-25963_V	0
7TKB_EMD-25963_U	0
7TKB_EMD-25963_T	0
7TKB_EMD-25963_S	0
7TKB_EMD-25963_R	0
7TKB_EMD-25963_Q	0
7TKB_EMD-25963_N	0
7TKB_EMD-25963_K	0
7TKB_EMD-25963_AA	0
7TKB_EMD-25963_Z	0
7TKB_EMD-25963_Y	0
7TKB_EMD-25963_X	0
7TKC_EMD-25964_Q	0
7TKC_EMD-25964_R	0
7TKC_EMD-25964_S	0
7TKC_EMD-25964_T	0
7TKC_EMD-25964_U	0
7TKC_EMD-25964_X	0
7TKC_EMD-25964_Z	0
7TKC_EMD-25964_AA	0
7TKC_EMD-25964_N	0
7TKC_EMD-25964_K	0
7TKC_EMD-25964_Y	0
7TKD_EMD-25965_U	0
7TKD_EMD-25965_T	0
7TKD_EMD-25965_S	0
7TKD_EMD-25965_R	0
7TKD_EMD-25965_Q	0
7TKD_EMD-25965_N	0
7TKD_EMD-25965_K	0
7TKD_EMD-25965_AA	0
7TKD_EMD-25965_Z	0
7TKD_EMD-25965_Y	0
7TKD_EMD-25965_X	0
7TKE_EMD-25966_V	0
7TKE_EMD-25966_U	0
7TKE_EMD-25966_T	0
7TKE_EMD-25966_S	0
7TKE_EMD-25966_R	0
7TKE_EMD-25966_Q	0
7TKE_EMD-25966_N	0
7TKE_EMD-25966_K	0
7TKE_EMD-25966_AA	0
7TKE_EMD-25966_Z	0
7TKE_EMD-25966_Y	0
7TKE_EMD-25966_X	0
7TKE_EMD-25966_W	0
7TKF_EMD-25967_K	0
7TKF_EMD-25967_Q	0
7TKF_EMD-25967_R	0
7TKF_EMD-25967_S	0
7TKF_EMD-25967_T	0
7TKF_EMD-25967_V	0
7TKF_EMD-25967_W	0
7TKF_EMD-25967_X	0
7TKF_EMD-25967_Y	0
7TKF_EMD-25967_AA	0
7TKF_EMD-25967_U	0
7TKF_EMD-25967_N	0
7TKF_EMD-25967_Z	0
7TKG_EMD-25968_V	0
7TKG_EMD-25968_U	0
7TKG_EMD-25968_T	0
7TKG_EMD-25968_S	0
7TKG_EMD-25968_R	0
7TKG_EMD-25968_Q	0
7TKG_EMD-25968_N	0
7TKG_EMD-25968_K	0
7TKG_EMD-25968_AA	0
7TKG_EMD-25968_Z	0
7TKG_EMD-25968_Y	0
7TKG_EMD-25968_X	0
7TKG_EMD-25968_W	0
7TKI_EMD-25970_V	0
7TKI_EMD-25970_U	0
7TKI_EMD-25970_T	0
7TKI_EMD-25970_S	0
7TKI_EMD-25970_R	0
7TKI_EMD-25970_Q	0
7TKI_EMD-25970_N	0
7TKI_EMD-25970_K	0
7TKI_EMD-25970_AA	0
7TKI_EMD-25970_Z	0
7TKI_EMD-25970_Y	0
7TKI_EMD-25970_X	0
7TKI_EMD-25970_W	0
7TKJ_EMD-25971_V	0
7TKJ_EMD-25971_U	0
7TKJ_EMD-25971_T	0
7TKJ_EMD-25971_S	0
7TKJ_EMD-25971_R	0
7TKJ_EMD-25971_Q	0
7TKJ_EMD-25971_N	0
7TKJ_EMD-25971_K	0
7TKJ_EMD-25971_AA	0
7TKJ_EMD-25971_Z	0
7TKJ_EMD-25971_Y	0
7TKJ_EMD-25971_X	0
7TKJ_EMD-25971_W	0
7TKK_EMD-25972_V	0
7TKK_EMD-25972_U	0
7TKK_EMD-25972_T	0
7TKK_EMD-25972_S	0
7TKK_EMD-25972_R	0
7TKK_EMD-25972_Q	0
7TKK_EMD-25972_N	0
7TKK_EMD-25972_K	0
7TKK_EMD-25972_AA	0
7TKK_EMD-25972_Z	0
7TKK_EMD-25972_Y	0
7TKK_EMD-25972_X	0
7TKK_EMD-25972_W	0
7TKL_EMD-25973_U	0
7TKL_EMD-25973_S	0
7TKL_EMD-25973_R	0
7TKL_EMD-25973_Q	0
7TKL_EMD-25973_N	0
7TKL_EMD-25973_K	0
7TKL_EMD-25973_AA	0
7TKL_EMD-25973_Z	0
7TKL_EMD-25973_Y	0
7TKL_EMD-25973_X	0
7TKL_EMD-25973_W	0
7TKM_EMD-25974_U	0
7TKM_EMD-25974_S	0
7TKM_EMD-25974_R	0
7TKM_EMD-25974_Q	0
7TKM_EMD-25974_N	0
7TKM_EMD-25974_K	0
7TKM_EMD-25974_AA	0
7TKM_EMD-25974_Z	0
7TKM_EMD-25974_Y	0
7TKM_EMD-25974_X	0
7TKM_EMD-25974_W	0
7TKN_EMD-25975_V	0
7TKN_EMD-25975_U	0
7TKN_EMD-25975_T	0
7TKN_EMD-25975_S	0
7TKN_EMD-25975_R	0
7TKN_EMD-25975_Q	0
7TKN_EMD-25975_N	0
7TKN_EMD-25975_K	0
7TKN_EMD-25975_AA	0
7TKN_EMD-25975_Z	0
7TKN_EMD-25975_Y	0
7TKN_EMD-25975_X	0
7TKO_EMD-25976_V	0
7TKO_EMD-25976_U	0
7TKO_EMD-25976_T	0
7TKO_EMD-25976_S	0
7TKO_EMD-25976_R	0
7TKO_EMD-25976_Q	0
7TKO_EMD-25976_N	0
7TKO_EMD-25976_K	0
7TKO_EMD-25976_AA	0
7TKO_EMD-25976_Z	0
7TKO_EMD-25976_Y	0
7TKO_EMD-25976_X	0
7TKO_EMD-25976_W	0
7TKP_EMD-25977_U	0
7TKP_EMD-25977_S	0
7TKP_EMD-25977_R	0
7TKP_EMD-25977_Q	0
7TKP_EMD-25977_N	0
7TKP_EMD-25977_K	0
7TKP_EMD-25977_AA	0
7TKP_EMD-25977_Z	0
7TKP_EMD-25977_Y	0
7TKP_EMD-25977_X	0
7TKP_EMD-25977_W	0
7TKQ_EMD-25978_V	0
7TKQ_EMD-25978_U	0
7TKQ_EMD-25978_S	0
7TKQ_EMD-25978_R	0
7TKQ_EMD-25978_Q	0
7TKQ_EMD-25978_N	0
7TKQ_EMD-25978_K	0
7TKQ_EMD-25978_AA	0
7TKQ_EMD-25978_Z	0
7TKQ_EMD-25978_Y	0
7TKQ_EMD-25978_X	0
7TKQ_EMD-25978_W	0
7TKR_EMD-25979_V	0
7TKR_EMD-25979_U	0
7TKR_EMD-25979_T	0
7TKR_EMD-25979_S	0
7TKR_EMD-25979_R	0
7TKR_EMD-25979_Q	0
7TKR_EMD-25979_N	0
7TKR_EMD-25979_K	0
7TKR_EMD-25979_AA	0
7TKR_EMD-25979_Z	0
7TKR_EMD-25979_Y	0
7TKS_EMD-25980_V	0
7TKS_EMD-25980_U	0
7TKS_EMD-25980_S	0
7TKS_EMD-25980_R	0
7TKS_EMD-25980_Q	0
7TKS_EMD-25980_N	0
7TKS_EMD-25980_K	0
7TKS_EMD-25980_AA	0
7TKS_EMD-25980_Z	0
7TKS_EMD-25980_Y	0
7TKS_EMD-25980_X	0
7TKS_EMD-25980_W	0
7TNS_EMD-26019_UC	0
7TNS_EMD-26019_AC	0
7TNS_EMD-26019_Z	0
7TNS_EMD-26019_Y	0
7TNS_EMD-26019_A	0
7TSZ_EMD-26105_F	0
7TSZ_EMD-26105_D	0
7TSZ_EMD-26105_C	0
7TT7_EMD-26113_D	0
7TT7_EMD-26113_C	0
7TT7_EMD-26113_B	0
7TUK_EMD-26117_A	0
7TUL_EMD-26118_A	0
7TW0_EMD-26146_C	0
7TW1_EMD-26147_C	0
7TW5_EMD-26151_D	0
7TW5_EMD-26151_C	0
7TW6_EMD-26153_D	0
7TW6_EMD-26153_C	0
7U0D_EMD-26256_E	0
7U0D_EMD-26256_D	0
7U0D_EMD-26256_C	0
7U0D_EMD-26256_A	0
7U23_EMD-26306_A	0
7U23_EMD-26306_C	0
7U6D_EMD-26363_A	0
7U6F_EMD-24964_C	0
7U6F_EMD-24964_A	0
7UBB_EMD-26437_A	0
7UIF_EMD-26544_FA	0
7UIF_EMD-26544_EA	0
7UIF_EMD-26544_DA	0
7UIF_EMD-26544_CA	0
7UIF_EMD-26544_BA	0
7UIF_EMD-26544_AA	0
7UIF_EMD-26544_Z	0
7UIF_EMD-26544_Y	0
7UIF_EMD-26544_X	0
7UIF_EMD-26544_W	0
7UIF_EMD-26544_V	0
7UIF_EMD-26544_U	0
7UIF_EMD-26544_T	0
7UIF_EMD-26544_R	0
7UIF_EMD-26544_O	0
7UIF_EMD-26544_N	0
7UN1_EMD-26611_C	0
7UN1_EMD-26611_A	0
7UTI_EMD-0729_X	0
7UTI_EMD-0729_W	0
7UTI_EMD-0729_A	0
7UTL_EMD-0728_Z	0
7UTL_EMD-0728_Y	0
7UTL_EMD-0728_W	0
7UTL_EMD-0728_S	0
7UUS_EMD-26802_Q	0
7V0N_EMD-26945_M	0
7V0O_EMD-26946_M	0
7V0P_EMD-26947_M	0
7V3J_EMD-31681_F	0
7V3J_EMD-31681_E	0
7V3J_EMD-31681_B	0
7V3J_EMD-31681_A	0
7VAK_EMD-31845_I	0
7VGA_EMD-31966_B	0
7VGA_EMD-31966_A	0
7VRT_EMD-32103_AG	0
7VRT_EMD-32103_A	0
7VWX_EMD-32164_CA	0
7WB4_EMD-32394_K	0
7WB4_EMD-32394_Z	0
7WB4_EMD-32394_S	0
7WB4_EMD-32394_R	0
7WUV_EMD-32843_A	0
7WZN_EMD-32907_H	0
7WZN_EMD-32907_I	0
7WZN_EMD-32907_K	0
7WZN_EMD-32907_L	0
7WZN_EMD-32907_M	0
7WZN_EMD-32907_P	0
7WZN_EMD-32907_O	0
7WZN_EMD-32907_N	0
7WZN_EMD-32907_J	0
7WZR_EMD-32912_B	0
7WZR_EMD-32912_A	0
7X6Q_EMD-33025_F	0
7X6Q_EMD-33025_D	0
7X6Q_EMD-33025_C	0
7XW7_EMD-33493_B	0
7Y1A_EMD-33558_B	0
7Y1A_EMD-33558_A	0
7Y1Q_EMD-33570_B	0
7Y1Q_EMD-33570_A	0
7Y5C_EMD-33616_L	0
7Y5C_EMD-33616_K	0
7Y5C_EMD-33616_J	0
7Y5C_EMD-33616_I	0
7Y5D_EMD-33617_T	0
7Y5D_EMD-33617_S	0
7Y5D_EMD-33617_P	0
7Y5D_EMD-33617_N	0
7Y5D_EMD-33617_M	0
7Y5V_EMD-33626_D	0
7Y5V_EMD-33626_E	0
7YAR_EMD-33718_G	0
7YAR_EMD-33718_E	0
7YAR_EMD-33718_B	0
7YAR_EMD-33718_A	0
7YJJ_EMD-33872_A	0
7YL9_EMD-33215_A	0
7YLU_EMD-33917_F	0
7YLU_EMD-33917_C	0
7YU7_EMD-34101_E	0
7YU7_EMD-34101_D	0
7YU7_EMD-34101_C	0
7YU8_EMD-34102_D	0
7YU8_EMD-34102_E	0
7YU8_EMD-34102_C	0
7YZY_EMD-14399_C	0
7Z4B_EMD-14492_DD	0
7Z4B_EMD-14492_AD	0
7Z4B_EMD-14492_XC	0
7Z4B_EMD-14492_WC	0
7Z4B_EMD-14492_UC	0
7Z4B_EMD-14492_RC	0
7Z4B_EMD-14492_A	0
7Z8L_EMD-14556_A	0
7Z8L_EMD-14556_B	0
7ZNN_EMD-14812_C	0
8A5Y_EMD-15199_L	0
8A5Y_EMD-15199_K	0
8A5Y_EMD-15199_H	0
8A5Y_EMD-15199_G	0
8A5Y_EMD-15199_D	0
8A5Y_EMD-15199_B	0
8A5Y_EMD-15199_P	0
8A61_EMD-15201_L	0
8A61_EMD-15201_K	0
8A61_EMD-15201_G	0
8A61_EMD-15201_D	0
8A61_EMD-15201_B	0
8A61_EMD-15201_P	0
8A7E_EMD-15221_B	0
8AFM_EMD-15402_A	0
8AIA_EMD-15465_A	0
8AIX_EMD-15473_A	0
8AKU_EMD-15493_A	0
8AKW_EMD-15495_A	0
8AKX_EMD-15496_A	0
8AKY_EMD-15497_A	0
8AKZ_EMD-15498_A	0
8AL0_EMD-15499_A	0
8AT2_EMD-15631_D	0
8AT2_EMD-15631_A	0
8AVE_EMD-15680_A	0
8AVF_EMD-15681_A	0
8AY4_EMD-15710_D	0
8B2X_EMD-15820_A	0
8B5R_EMD-15861_K	0
8B5R_EMD-15861_J	0
8B5R_EMD-15861_H	0
8B6L_EMD-15870_G	0
8B6L_EMD-15870_C	0
8B6L_EMD-15870_B	0
8B6L_EMD-15870_M	0
8B6L_EMD-15870_K	0
8CO6_EMD-16772_BA	0
8CO6_EMD-16772_P	0
8COA_EMD-16774_Q	0
8CT1_EMD-26977_A	0
8CT9_EMD-26984_A	0
8CZD_EMD-27095_A	0
8DDW_EMD-27344_J	0
8DEC_EMD-27389_C	0
8DEQ_EMD-27395_G	0
8DYO_EMD-27780_A	0
8E3A_EMD-27861_D	0
8EJ5_EMD-28176_B	0
8EKI_EMD-28204_D	0
8EKI_EMD-28204_B	0
8EW5_EMD-28208_A	0
8EYX_EMD-28723_C	0
8EZ9_EMD-28731_B	0
8FB9_EMD-28962_A	0
8FB9_EMD-28962_B	0
8FB9_EMD-28962_Q	0
8FB9_EMD-28962_R	0
8FCK_EMD-28981_G	0
8FFJ_EMD-29044_D	0
8FFJ_EMD-29044_C	0
8FFJ_EMD-29044_B	0
8FFJ_EMD-29044_A	0
8FOE_EMD-29347_D	0
8FXR_EMD-29541_FG	0
8FXR_EMD-29541_AG	0
8FXR_EMD-29541_R	0
8FXR_EMD-29541_F	0
8FXR_EMD-29541_GG	0
8FXR_EMD-29541_A	0
8FZC_EMD-29607_A	0
8G4L_EMD-29722_BC	0
8G4L_EMD-29722_AC	0
8G4L_EMD-29722_AA	0
8G4L_EMD-29722_C	0
8G4L_EMD-29722_A	0
8G79_EMD-29803_E	0
8GHA_EMD-40029_A	0
8GHA_EMD-40029_C	0
8GLT_EMD-40208_B	0
8GLT_EMD-40208_A	0
8GP3_EMD-34188_G	0
8GP3_EMD-34188_E	0
8GTF_EMD-34252_G	0
8GTF_EMD-34252_A	0
8H37_EMD-34453_J	0
8H37_EMD-34453_I	0
8H3A_EMD-34462_J	0
8H3F_EMD-34467_J	0
8HC6_EMD-34653_D	0
8HC6_EMD-34653_A	0
8HC7_EMD-34654_D	0
8HC7_EMD-34654_B	0
8HCR_EMD-34664_G	0
8HCR_EMD-34664_D	0
8HMD_EMD-34896_D	0
8HMF_EMD-34898_B	0
8HMF_EMD-34898_C	0
8HRG_EMD-34972_A	0
8I13_EMD-35116_E	0
8I13_EMD-35116_D	0
8I21_EMD-35128_B	0
8I21_EMD-35128_A	0
8I4V_EMD-35185_D	0
8I4V_EMD-35185_B	0
8I4V_EMD-35185_A	0
8I4W_EMD-35186_C	0
8I7O_EMD-35229_HB	0
8I7O_EMD-35229_DB	0
8I7O_EMD-35229_NA	0
8I7O_EMD-35229_CA	0
8I7O_EMD-35229_Q	0
8I7O_EMD-35229_H	0
8I7O_EMD-35229_D	0
8I7O_EMD-35229_BG	0
8I7O_EMD-35229_AG	0
8I7O_EMD-35229_OE	0
8I7O_EMD-35229_HE	0
8I7O_EMD-35229_C	0
8I7O_EMD-35229_SD	0
8I7O_EMD-35229_KD	0
8I7O_EMD-35229_DD	0
8I7O_EMD-35229_VC	0
8I7O_EMD-35229_MC	0
8I7O_EMD-35229_FC	0
8I7O_EMD-35229_YB	0
8I7O_EMD-35229_QB	0
8I7O_EMD-35229_JB	0
8I7O_EMD-35229_A	0
8I7R_EMD-35230_BD	0
8I7R_EMD-35230_JC	0
8I7R_EMD-35230_JB	0
8I7R_EMD-35230_NA	0
8I7R_EMD-35230_S	0
8I7R_EMD-35230_G	0
8I7R_EMD-35230_HQ	0
8I7R_EMD-35230_AQ	0
8I7R_EMD-35230_GQ	0
8I7R_EMD-35230_CP	0
8I7R_EMD-35230_AP	0
8I7R_EMD-35230_HN	0
8I7R_EMD-35230_GM	0
8I7R_EMD-35230_RL	0
8I7R_EMD-35230_BL	0
8I7R_EMD-35230_F	0
8I7R_EMD-35230_KK	0
8I7R_EMD-35230_UJ	0
8I7R_EMD-35230_AL	0
8I7R_EMD-35230_DJ	0
8I7R_EMD-35230_CJ	0
8I7R_EMD-35230_NI	0
8I7R_EMD-35230_MI	0
8I7R_EMD-35230_WH	0
8I7R_EMD-35230_EH	0
8I7R_EMD-35230_DH	0
8I7R_EMD-35230_B	0
8I7R_EMD-35230_OG	0
8I7R_EMD-35230_NG	0
8I7R_EMD-35230_XF	0
8I7R_EMD-35230_WF	0
8I7R_EMD-35230_EF	0
8I7R_EMD-35230_OE	0
8I7R_EMD-35230_LE	0
8I7R_EMD-35230_DF	0
8I7R_EMD-35230_AE	0
8I7R_EMD-35230_LC	0
8I7R_EMD-35230_A	0
8I8C_EMD-35247_C	0
8I8C_EMD-35247_A	0
8I9J_EMD-35274_B	0
8IC2_EMD-35352_I	0
8IC2_EMD-35352_H	0
8IC2_EMD-35352_DB	0
8IC2_EMD-35352_CB	0
8IC2_EMD-35352_AB	0
8IC2_EMD-35352_KB	0
8IC2_EMD-35352_JB	0
8IC2_EMD-35352_E	0
8IC2_EMD-35352_BB	0
8IC2_EMD-35352_HB	0
8IC2_EMD-35352_GB	0
8IC2_EMD-35352_EB	0
8IC2_EMD-35352_SA	0
8IC2_EMD-35352_RA	0
8IC2_EMD-35352_PA	0
8IC2_EMD-35352_OA	0
8IC2_EMD-35352_D	0
8IC2_EMD-35352_NA	0
8IC2_EMD-35352_MA	0
8IC2_EMD-35352_LA	0
8IC2_EMD-35352_KA	0
8IC2_EMD-35352_JA	0
8IC2_EMD-35352_IA	0
8IC2_EMD-35352_HA	0
8IC2_EMD-35352_GA	0
8IC2_EMD-35352_FA	0
8IC2_EMD-35352_EA	0
8IC2_EMD-35352_C	0
8IC2_EMD-35352_DA	0
8IC2_EMD-35352_CA	0
8IC2_EMD-35352_BA	0
8IC2_EMD-35352_AA	0
8IC2_EMD-35352_Z	0
8IC2_EMD-35352_Y	0
8IC2_EMD-35352_X	0
8IC2_EMD-35352_W	0
8IC2_EMD-35352_V	0
8IC2_EMD-35352_T	0
8IC2_EMD-35352_S	0
8IC2_EMD-35352_R	0
8IC2_EMD-35352_L	0
8IC2_EMD-35352_K	0
8IC2_EMD-35352_J	0
8IC2_EMD-35352_A	0
8IEL_EMD-35385_A	0
8IER_EMD-35391_A	0
8IQF_EMD-35660_E	0
8IQF_EMD-35660_D	0
8JF7_EMD-36209_I	0
8JN3_EMD-36431_H	0
8JN3_EMD-36431_G	0
8JN3_EMD-36431_B	0
8JN3_EMD-36431_A	0
8JYS_EMD-36730_A	0
8OF8_EMD-16850_G	0
8OOK_EMD-17017_A	0
8P0V_EMD-17339_E	0
8P0V_EMD-17339_D	0
8P0V_EMD-17339_C	0
8P0V_EMD-17339_B	0
8P0V_EMD-17339_A	0
8P0X_EMD-17341_A	0
8P0X_EMD-17341_B	0
8P0X_EMD-17341_C	0
8P0X_EMD-17341_D	0
8P0X_EMD-17341_E	0
8P13_EMD-17344_G	0
8P13_EMD-17344_F	0
8P13_EMD-17344_E	0
8P13_EMD-17344_D	0
8P13_EMD-17344_C	0
8P15_EMD-17345_C	0
8P15_EMD-17345_E	0
8P15_EMD-17345_G	0
8P15_EMD-17345_F	0
8P15_EMD-17345_D	0
8PHT_EMD-17674_A	0
8PHU_EMD-17675_LN	0
8PHU_EMD-17675_J	0
8PHU_EMD-17675_E	0
8PHU_EMD-17675_D	0
8PHU_EMD-17675_C	0
8PHU_EMD-17675_A	0
8PQZ_EMD-17829_H	0
8PQZ_EMD-17829_F	0
8PU7_EMD-17930_A	0
8PUD_EMD-17936_A	0
8PUE_EMD-17937_A	0
8PUF_EMD-17940_A	0
8PUG_EMD-17942_A	0
8PUH_EMD-17943_A	0
8Q4G_EMD-18147_G	0
8Q4L_EMD-18149_B	0
8Q5H_EMD-18179_A	0
8Q5H_EMD-18179_C	0
8Q5H_EMD-18179_E	0
8Q5H_EMD-18179_F	0
8Q5H_EMD-18179_G	0
8Q5H_EMD-18179_B	0
8QFV_EMD-18384_A	0
8QHV_EMD-18420_A	0
8QHW_EMD-18421_A	0
8QHX_EMD-18426_A	0
8QHY_EMD-18427_A	0
8QHZ_EMD-18428_A	0
8QI0_EMD-18429_A	0
8QI1_EMD-18430_A	0
8QI2_EMD-18431_A	0
8QI3_EMD-18432_A	0
8QI4_EMD-18433_A	0
8QI5_EMD-18434_A	0
8QI6_EMD-18435_A	0
8QPU_EMD-18562_D	0
8QPU_EMD-18562_G	0
8QPW_EMD-18564_G	0
8QPW_EMD-18564_D	0
8QPW_EMD-18564_C	0
8QQM_EMD-18596_E	0
8QQM_EMD-18596_B	0
8QQM_EMD-18596_A	0
8QX8_EMD-18701_E	0
8RK4_EMD-19259_A	0
8RQE_EMD-19439_AGA	0
8RQE_EMD-19439_BGA	0
8RQE_EMD-19439_JFA	0
8RQE_EMD-19439_DFA	0
8RQE_EMD-19439_G	0
8RQE_EMD-19439_A	0
8RTA_EMD-19484_A	0
8RTY_EMD-19499_G	0
8S90_EMD-40233_A	0
8SIM_EMD-40509_A	0
8SIM_EMD-40509_E	0
8SIN_EMD-40510_A	0
8SL3_EMD-40572_C	0
8SQZ_EMD-40715_E	0
8SQZ_EMD-40715_C	0
8T1I_EMD-40968_H	0
8T1I_EMD-40968_G	0
8T1I_EMD-40968_F	0
8T1I_EMD-40968_E	0
8T1I_EMD-40968_D	0
8T1I_EMD-40968_Z	0
8T1I_EMD-40968_Y	0
8T1I_EMD-40968_X	0
8T1I_EMD-40968_W	0
8T1I_EMD-40968_U	0
8T1I_EMD-40968_B	0
8T1I_EMD-40968_S	0
8T1I_EMD-40968_R	0
8T1I_EMD-40968_Q	0
8T1I_EMD-40968_P	0
8T1I_EMD-40968_N	0
8T1L_EMD-40971_B	0
8T1L_EMD-40971_D	0
8T1L_EMD-40971_E	0
8T1L_EMD-40971_R	0
8T1L_EMD-40971_W	0
8T1L_EMD-40971_X	0
8T1L_EMD-40971_Z	0
8T1L_EMD-40971_H	0
8T1L_EMD-40971_G	0
8T1L_EMD-40971_F	0
8T1L_EMD-40971_U	0
8T1L_EMD-40971_S	0
8T1L_EMD-40971_Q	0
8T1L_EMD-40971_P	0
8T1L_EMD-40971_N	0
8T4I_EMD-41032_C	0
8T8F_EMD-41098_A	0
8T9D_EMD-41107_B	0
8T9D_EMD-41107_D	0
8T9D_EMD-41107_E	0
8T9D_EMD-41107_F	0
8T9D_EMD-41107_G	0
8T9D_EMD-41107_H	0
8T9D_EMD-41107_N	0
8T9D_EMD-41107_P	0
8T9D_EMD-41107_Q	0
8T9D_EMD-41107_R	0
8T9D_EMD-41107_S	0
8T9D_EMD-41107_U	0
8T9D_EMD-41107_W	0
8T9D_EMD-41107_X	0
