fasta_id	beta_res	helix_res	beta_strands	helices
7B6R_EMD-12056_F	51	52	16	4
7B6R_EMD-12056_G	28	58	6	3
7B6R_EMD-12056_H	21	90	4	6
7B6R_EMD-12056_J	39	50	6	3
7BTR_EMD-30183_A	42	177	11	16
7BTR_EMD-30183_B	23	60	6	7
7BTR_EMD-30183_C	80	138	20	15
7BTR_EMD-30183_D	23	152	9	15
7BUA_EMD-30193_A	155	101	38	9
7BUA_EMD-30193_C	155	101	38	9
7BUA_EMD-30193_G	54	9	10	3
7BUA_EMD-30193_H	54	9	10	3
7BUE_EMD-30196_A	0	0	0	0
7BUE_EMD-30196_B	0	0	0	0
7BUE_EMD-30196_C	0	0	0	0
7BUF_EMD-30197_A	0	0	0	0
7BUF_EMD-30197_B	0	0	0	0
7BUF_EMD-30197_C	0	0	0	0
7BUF_EMD-30197_D	0	0	0	0
7BWA_EMD-30231_A	178	78	53	13
7BWA_EMD-30231_C	178	78	53	13
7BZW_EMD-30261_A	2	0	2	0
7CA3_EMD-30323_A	58	304	24	22
7CA3_EMD-30323_B	70	324	26	24
7BP0_EMD-30138_A	25	185	11	16
7CA5_EMD-30324_A	56	329	20	24
7CA5_EMD-30324_B	56	329	22	20
7CCS_EMD-30341_A	74	185	20	21
7CCS_EMD-30341_B	8	322	6	23
7BQT_EMD-30155_A	45	204	14	15
7CTF_EMD-30463_A	6	60	3	5
7CTF_EMD-30463_B	31	136	9	14
7CTF_EMD-30463_C	29	345	12	28
7CTF_EMD-30463_D	26	221	8	21
7CTF_EMD-30463_E	32	179	7	18
7CTG_EMD-30464_A	6	60	3	5
7CTG_EMD-30464_B	31	133	9	15
7CTG_EMD-30464_C	30	345	12	28
7CTG_EMD-30464_D	25	221	8	21
7CTG_EMD-30464_E	32	178	7	18
7CVY_EMD-30476_A	0	0	0	0
7CVY_EMD-30476_B	0	0	0	0
7CVY_EMD-30476_C	0	0	0	0
7CVY_EMD-30476_D	0	0	0	0
7CVY_EMD-30476_E	0	0	0	0
7CVZ_EMD-30477_A	0	0	0	0
7CVZ_EMD-30477_B	0	0	0	0
7CVZ_EMD-30477_C	0	0	0	0
7CVZ_EMD-30477_D	0	0	0	0
7CVZ_EMD-30477_E	0	0	0	0
7CG3_EMD-30349_A	45	284	17	29
7CW0_EMD-30478_A	0	0	0	0
7CW0_EMD-30478_B	0	0	0	0
7CW0_EMD-30478_C	0	0	0	0
7CW0_EMD-30478_D	0	0	0	0
7CW0_EMD-30478_E	0	0	0	0
7D7N_EMD-30609_A	51	464	15	28
7DCX_EMD-30641_A	108	6	25	2
7DCX_EMD-30641_C	316	198	69	19
7DCX_EMD-30641_E	109	6	21	2
7CW2_EMD-30479_A	0	0	0	0
7CW2_EMD-30479_B	0	0	0	0
7CW2_EMD-30479_G	0	0	0	0
7CW2_EMD-30479_J	0	0	0	0
7CW2_EMD-30479_K	0	0	0	0
7DD2_EMD-30642_A	99	6	22	2
7DD2_EMD-30642_C	307	193	69	17
7DD2_EMD-30642_D	296	175	76	15
6WOV_EMD-21862_A	267	1700	93	143
6WOV_EMD-21862_E	21	11	7	2
7DD8_EMD-30649_A	99	3	23	1
7DD8_EMD-30649_B	79	13	21	3
7DD8_EMD-30649_C	276	185	69	14
7DDN_EMD-30654_A	320	222	72	19
7DGQ_EMD-30673_A	19	0	1	0
7DGQ_EMD-30673_AA	1	0	1	0
7DGQ_EMD-30673_AB	0	0	0	0
7DGQ_EMD-30673_AC	0	0	0	0
7DGQ_EMD-30673_B	7	0	1	0
7DGQ_EMD-30673_BA	0	0	0	0
7DGQ_EMD-30673_BB	0	0	0	0
7DGQ_EMD-30673_BC	0	0	0	0
7DGQ_EMD-30673_C	0	0	0	0
7DGQ_EMD-30673_CA	0	0	0	0
7DGQ_EMD-30673_CB	0	0	0	0
7DGQ_EMD-30673_D	0	0	0	0
7DGQ_EMD-30673_DA	0	0	0	0
7DGQ_EMD-30673_DB	0	0	0	0
7DGQ_EMD-30673_E	1	0	1	0
7DGQ_EMD-30673_EA	0	0	0	0
7DGQ_EMD-30673_EB	0	0	0	0
7DGQ_EMD-30673_F	0	0	0	0
7DGQ_EMD-30673_FA	0	0	0	0
7DGQ_EMD-30673_FB	0	0	0	0
7DGQ_EMD-30673_G	0	0	0	0
7DGQ_EMD-30673_GA	0	0	0	0
7DGQ_EMD-30673_GB	0	0	0	0
7DGQ_EMD-30673_H	0	0	0	0
7DGQ_EMD-30673_HA	0	0	0	0
7DGQ_EMD-30673_HB	0	0	0	0
7DGQ_EMD-30673_I	9	0	1	0
7DGQ_EMD-30673_IA	1	0	1	0
7DGQ_EMD-30673_IB	3	0	1	0
7DGQ_EMD-30673_J	5	0	1	0
7DGQ_EMD-30673_JA	0	0	0	0
7DGQ_EMD-30673_JB	3	0	1	0
7DGQ_EMD-30673_K	4	0	1	0
7DGQ_EMD-30673_KA	0	0	0	0
7DGQ_EMD-30673_KB	0	0	0	0
7DGQ_EMD-30673_L	0	0	0	0
7DGQ_EMD-30673_LA	0	0	0	0
7DGQ_EMD-30673_LB	0	0	0	0
7DGQ_EMD-30673_M	0	0	0	0
7DGQ_EMD-30673_MA	0	0	0	0
7DGQ_EMD-30673_MB	0	0	0	0
7DGQ_EMD-30673_N	1	0	1	0
7DGQ_EMD-30673_NA	0	0	0	0
7DGQ_EMD-30673_NB	0	0	0	0
7DGQ_EMD-30673_O	1	0	1	0
7DGQ_EMD-30673_OA	0	0	0	0
7DGQ_EMD-30673_OB	0	0	0	0
7DGQ_EMD-30673_P	0	0	0	0
7DGQ_EMD-30673_PA	0	0	0	0
7DGQ_EMD-30673_Q	0	0	0	0
7DGQ_EMD-30673_QA	0	0	0	0
7DGQ_EMD-30673_R	0	0	0	0
7DGQ_EMD-30673_S	0	0	0	0
7DGQ_EMD-30673_SA	0	0	0	0
7DGQ_EMD-30673_T	0	0	0	0
7DGQ_EMD-30673_TA	0	0	0	0
7DGQ_EMD-30673_U	0	0	0	0
7DGQ_EMD-30673_UA	0	0	0	0
7DGQ_EMD-30673_V	0	0	0	0
7DGQ_EMD-30673_VA	0	0	0	0
7DGQ_EMD-30673_W	19	0	1	0
7DGQ_EMD-30673_WA	0	0	0	0
7DGQ_EMD-30673_X	7	0	1	0
7DGQ_EMD-30673_XA	0	0	0	0
7DGQ_EMD-30673_Y	0	0	0	0
7DGQ_EMD-30673_YA	0	0	0	0
7DGQ_EMD-30673_Z	0	0	0	0
7DGQ_EMD-30673_ZA	0	0	0	0
7DGR_EMD-30674_A	13	0	1	0
7DGR_EMD-30674_AA	1	1	1	1
7DGR_EMD-30674_AB	0	0	0	0
7DGR_EMD-30674_AC	0	0	0	0
7DGR_EMD-30674_B	3	0	1	0
7DGR_EMD-30674_BA	0	0	0	0
7DGR_EMD-30674_BB	0	0	0	0
7DGR_EMD-30674_BC	0	0	0	0
7DGR_EMD-30674_C	0	1	0	1
7DGR_EMD-30674_CA	0	0	0	0
7DGR_EMD-30674_CB	0	0	0	0
7DGR_EMD-30674_D	0	0	0	0
7DGR_EMD-30674_DA	0	0	0	0
7DGR_EMD-30674_DB	0	0	0	0
7DGR_EMD-30674_E	0	0	0	0
7DGR_EMD-30674_EA	0	0	0	0
7DGR_EMD-30674_EB	0	0	0	0
7DGR_EMD-30674_F	0	0	0	0
7DGR_EMD-30674_FA	0	0	0	0
7DGR_EMD-30674_FB	0	0	0	0
7DGR_EMD-30674_G	0	0	0	0
7DGR_EMD-30674_GA	0	0	0	0
7DGR_EMD-30674_GB	0	0	0	0
7DGR_EMD-30674_H	0	0	0	0
7DGR_EMD-30674_HA	0	0	0	0
7DGR_EMD-30674_HB	0	0	0	0
7DGR_EMD-30674_I	8	0	1	0
7DGR_EMD-30674_IA	0	0	0	0
7DGR_EMD-30674_IB	5	0	1	0
7DGR_EMD-30674_J	1	1	1	1
7DGR_EMD-30674_JA	0	0	0	0
7DGR_EMD-30674_JB	0	0	0	0
7DGR_EMD-30674_K	3	0	1	0
7DGR_EMD-30674_KA	0	0	0	0
7DGR_EMD-30674_KB	0	0	0	0
7DGR_EMD-30674_L	0	0	0	0
7DGR_EMD-30674_LA	0	0	0	0
7DGR_EMD-30674_M	0	0	0	0
7DGR_EMD-30674_MA	0	0	0	0
7DGR_EMD-30674_N	0	0	0	0
7DGR_EMD-30674_NA	0	0	0	0
7DGR_EMD-30674_O	0	0	0	0
7DGR_EMD-30674_OA	0	0	0	0
7DGR_EMD-30674_P	0	0	0	0
7DGR_EMD-30674_PA	0	0	0	0
7DGR_EMD-30674_PB	0	0	0	0
7DGR_EMD-30674_Q	0	0	0	0
7DGR_EMD-30674_QA	0	0	0	0
7DGR_EMD-30674_QB	0	0	0	0
7DGR_EMD-30674_R	0	0	0	0
7DGR_EMD-30674_RA	0	0	0	0
7DGR_EMD-30674_RB	1	0	1	0
7DGR_EMD-30674_S	1	1	1	1
7DGR_EMD-30674_SB	2	0	1	0
7DGR_EMD-30674_T	3	0	1	0
7DGR_EMD-30674_TB	1	0	1	0
7DGR_EMD-30674_U	0	0	0	0
7DGR_EMD-30674_UB	1	0	1	0
7DGR_EMD-30674_V	0	0	0	0
7DGR_EMD-30674_VB	0	0	0	0
7DGR_EMD-30674_W	0	0	0	0
7DGR_EMD-30674_WB	0	0	0	0
7DGR_EMD-30674_X	0	0	0	0
7DGR_EMD-30674_XB	0	0	0	0
7DGR_EMD-30674_Y	0	0	0	0
7DGR_EMD-30674_YB	0	0	0	0
7DGR_EMD-30674_Z	0	0	0	0
7DGR_EMD-30674_ZB	0	0	0	0
7DNK_EMD-30786_A	126	41	36	8
7DNK_EMD-30786_B	128	42	37	9
7DNK_EMD-30786_C	129	48	36	10
7DGS_EMD-30675_A	19	0	1	0
7DGS_EMD-30675_AA	1	1	1	1
7DGS_EMD-30675_AB	0	0	0	0
7DGS_EMD-30675_AC	0	0	0	0
7DGS_EMD-30675_B	3	0	1	0
7DGS_EMD-30675_BA	0	0	0	0
7DGS_EMD-30675_BB	0	0	0	0
7DGS_EMD-30675_BC	0	0	0	0
7DGS_EMD-30675_C	1	0	1	0
7DGS_EMD-30675_CA	0	0	0	0
7DGS_EMD-30675_CB	0	0	0	0
7DGS_EMD-30675_D	0	0	0	0
7DGS_EMD-30675_DA	0	0	0	0
7DGS_EMD-30675_DB	0	0	0	0
7DGS_EMD-30675_E	0	0	0	0
7DGS_EMD-30675_EA	0	0	0	0
7DGS_EMD-30675_EB	0	0	0	0
7DGS_EMD-30675_F	0	0	0	0
7DGS_EMD-30675_FA	0	0	0	0
7DGS_EMD-30675_FB	0	0	0	0
7DGS_EMD-30675_G	0	0	0	0
7DGS_EMD-30675_GA	0	0	0	0
7DGS_EMD-30675_GB	0	0	0	0
7DGS_EMD-30675_H	0	0	0	0
7DGS_EMD-30675_HA	0	0	0	0
7DGS_EMD-30675_HB	2	0	1	0
7DGS_EMD-30675_I	0	0	0	0
7DGS_EMD-30675_IA	0	0	0	0
7DGS_EMD-30675_IB	5	0	1	0
7DGS_EMD-30675_J	1	1	1	1
7DGS_EMD-30675_JA	0	0	0	0
7DGS_EMD-30675_JB	0	0	0	0
7DGS_EMD-30675_K	3	0	1	0
7DGS_EMD-30675_KA	0	0	0	0
7DGS_EMD-30675_KB	0	0	0	0
7DGS_EMD-30675_L	1	0	1	0
7DGS_EMD-30675_LA	0	0	0	0
7DGS_EMD-30675_M	0	0	0	0
7DGS_EMD-30675_MA	0	0	0	0
7DGS_EMD-30675_N	0	0	0	0
7DGS_EMD-30675_NA	0	0	0	0
7DGS_EMD-30675_O	0	0	0	0
7DGS_EMD-30675_OA	0	0	0	0
7DGS_EMD-30675_P	0	0	0	0
7DGS_EMD-30675_PA	0	0	0	0
7DGS_EMD-30675_PB	0	0	0	0
7DGS_EMD-30675_Q	0	0	0	0
7DGS_EMD-30675_QA	0	0	0	0
7DGS_EMD-30675_QB	0	0	0	0
7DGS_EMD-30675_R	0	0	0	0
7DGS_EMD-30675_RA	0	0	0	0
7DGS_EMD-30675_RB	0	0	0	0
7DGS_EMD-30675_S	1	1	1	1
7DGS_EMD-30675_SB	2	0	1	0
7DGS_EMD-30675_T	3	0	1	0
7DGS_EMD-30675_TB	1	0	1	0
7DGS_EMD-30675_U	1	0	1	0
7DGS_EMD-30675_UB	2	0	1	0
7DGS_EMD-30675_V	0	0	0	0
7DGS_EMD-30675_VB	0	0	0	0
7DGS_EMD-30675_W	0	0	0	0
7DGS_EMD-30675_WB	0	0	0	0
7DGS_EMD-30675_X	0	0	0	0
7DGS_EMD-30675_XB	0	0	0	0
7DGS_EMD-30675_Y	0	0	0	0
7DGS_EMD-30675_YB	0	0	0	0
7DGS_EMD-30675_Z	0	0	0	0
7DGS_EMD-30675_ZB	0	0	0	0
7E55_EMD-30990_A	54	88	14	6
7DK3_EMD-30701_A	336	218	71	17
7E6U_EMD-30997_A	62	318	20	23
7E6U_EMD-30997_B	39	10	10	3
7E8G_EMD-31018_A	227	105	53	14
7E8H_EMD-31019_A	18	282	9	17
7E8H_EMD-31019_B	20	302	7	21
7E8H_EMD-31019_C	18	282	9	17
7E8H_EMD-31019_D	20	302	7	21
7E8H_EMD-31019_E	7	104	3	10
7E93_EMD-31027_A	22	44	8	3
7E93_EMD-31027_B	18	74	6	8
7E93_EMD-31027_C	20	79	5	5
7E93_EMD-31027_D	25	37	5	3
7E93_EMD-31027_E	29	47	7	3
7E93_EMD-31027_G	17	78	7	6
7E93_EMD-31027_H	29	38	5	3
7E93_EMD-31027_I	106	152	35	19
7E93_EMD-31027_J	111	210	37	18
7E93_EMD-31027_K	53	27	22	2
7E94_EMD-31028_A	25	44	5	3
7E94_EMD-31028_B	24	100	8	8
7E94_EMD-31028_C	24	75	5	6
7E94_EMD-31028_D	26	43	5	3
7E94_EMD-31028_E	25	52	5	3
7E94_EMD-31028_G	27	87	6	5
7E94_EMD-31028_H	31	55	6	3
7E94_EMD-31028_I	118	231	39	20
7E94_EMD-31028_J	116	250	42	20
7E94_EMD-31028_K	95	27	22	2
6ZW5_EMD-11481_A	0	0	0	0
7EYE_EMD-31382_A	143	201	30	21
7EYF_EMD-31383_A	0	265	0	25
7EYQ_EMD-31384_A	125	298	32	30
7EWR_EMD-31363_A	46	291	19	18
7EWR_EMD-31363_B	59	237	14	15
7EWR_EMD-31363_C	11	227	4	19
7F46_EMD-31444_A	97	0	16	0
7F46_EMD-31444_C	97	0	16	0
7F46_EMD-31444_D	97	3	19	1
7ETM_EMD-31299_A	48	274	15	23
7FDB_EMD-31539_A	144	211	33	19
7FDB_EMD-31539_B	98	175	28	19
7FDB_EMD-31539_CA	1	42	1	2
7FDB_EMD-31539_DA	0	19	0	2
7FDB_EMD-31539_EA	0	45	0	2
7FDB_EMD-31539_G	14	157	4	5
7FDB_EMD-31539_H	0	95	0	4
7FDB_EMD-31539_M	16	153	4	6
7FDB_EMD-31539_N	22	43	4	6
7FDB_EMD-31539_O	35	169	11	8
7FDB_EMD-31539_P	0	271	0	29
7FDB_EMD-31539_Q	29	412	16	27
7FDB_EMD-31539_R	0	204	0	15
7FDB_EMD-31539_S	0	204	0	15
7FDB_EMD-31539_T	0	159	0	7
7FDB_EMD-31539_U	0	119	0	5
7FG7_EMD-31578_A	267	223	73	19
7FIF_EMD-31595_A	13	528	5	27
7F9O_EMD-31498_A	28	445	17	34
7F9O_EMD-31498_AA	0	41	0	4
7F9O_EMD-31498_B	18	426	11	31
7F9O_EMD-31498_BA	8	35	4	2
7F9O_EMD-31498_BB	2	94	2	5
7F9O_EMD-31498_C	16	9	4	3
7F9O_EMD-31498_CA	19	29	5	6
7F9O_EMD-31498_CB	0	101	0	6
7F9O_EMD-31498_D	25	23	11	3
7F9O_EMD-31498_E	19	3	5	1
7F9O_EMD-31498_EA	37	22	10	5
7F9O_EMD-31498_F	8	85	4	7
7F9O_EMD-31498_FA	0	67	0	8
7F9O_EMD-31498_G	0	202	0	14
7F9O_EMD-31498_GA	0	76	0	5
7F9O_EMD-31498_H	0	32	0	3
7F9O_EMD-31498_HA	34	9	9	2
7F9O_EMD-31498_I	0	25	0	1
7F9O_EMD-31498_IA	49	18	14	2
7F9O_EMD-31498_J	1	29	1	2
7F9O_EMD-31498_JA	31	97	15	14
7F9O_EMD-31498_K	2	37	2	2
7F9O_EMD-31498_KA	91	0	23	0
7F9O_EMD-31498_L	2	87	2	6
7F9O_EMD-31498_LA	20	11	8	2
7F9O_EMD-31498_M	2	320	2	22
7F9O_EMD-31498_MA	4	28	1	4
7F9O_EMD-31498_N	0	71	0	3
7F9O_EMD-31498_NA	0	52	0	9
7F9O_EMD-31498_O	10	316	5	20
7F9O_EMD-31498_P	2	75	2	6
7F9O_EMD-31498_Q	21	417	6	27
7F9O_EMD-31498_R	0	123	0	8
7F9O_EMD-31498_S	25	156	13	16
7F9O_EMD-31498_T	3	36	3	3
7F9O_EMD-31498_U	31	25	10	3
7F9O_EMD-31498_V	15	50	12	7
7F9O_EMD-31498_W	0	41	0	4
7F9O_EMD-31498_X	8	35	4	2
7F9O_EMD-31498_Y	19	29	5	6
7F9O_EMD-31498_Z	15	50	12	7
7JGF_EMD-22325_A	4	309	2	21
7FDC_EMD-31540_A	119	204	33	18
7FDC_EMD-31540_B	99	160	25	18
7FDC_EMD-31540_CA	0	34	0	3
7FDC_EMD-31540_DA	0	24	0	4
7FDC_EMD-31540_EA	0	38	0	3
7FDC_EMD-31540_G	13	162	4	5
7FDC_EMD-31540_H	0	91	0	4
7FDC_EMD-31540_M	20	156	2	6
7FDC_EMD-31540_N	18	39	9	5
7FDC_EMD-31540_O	26	157	10	7
7FDC_EMD-31540_P	0	289	0	27
7FDC_EMD-31540_Q	30	406	13	28
7FDC_EMD-31540_R	0	200	0	15
7FDC_EMD-31540_S	0	200	0	15
7FDC_EMD-31540_T	0	147	0	11
7FDC_EMD-31540_U	0	120	0	7
7JGG_EMD-22326_A	0	313	0	21
7JGJ_EMD-22328_A	193	381	73	41
7JGJ_EMD-22328_B	84	12	23	2
7JGJ_EMD-22328_C	97	3	31	1
7JLX_EMD-22383_A	19	81	5	9
7JMF_EMD-22392_A	28	16	9	3
7JMF_EMD-22392_B	333	1731	124	166
7JMH_EMD-22394_A	27	15	8	3
7JMH_EMD-22394_B	351	1707	117	166
7JMI_EMD-22395_A	28	16	9	3
7JMI_EMD-22395_B	352	1714	120	163
7JMJ_EMD-22396_A	28	16	9	3
7JMJ_EMD-22396_B	333	1746	117	165
7JPU_EMD-22423_A	253	158	96	21
7JTI_EMD-22474_A	60	110	13	11
7JTI_EMD-22474_B	66	119	13	11
7JTI_EMD-22474_C	63	110	14	11
7JTI_EMD-22474_D	64	105	15	12
7JTI_EMD-22474_E	63	110	14	11
7JTI_EMD-22474_F	64	105	15	12
7JTS_EMD-22480_A	6	18	2	1
7JTS_EMD-22480_C	29	29	5	2
7JTS_EMD-22480_K	95	0	16	0
7JTS_EMD-22480_L	14	195	4	9
7JTS_EMD-22480_M	6	82	2	8
7K08_EMD-22589_A	51	144	16	17
7K1V_EMD-22630_A	24	316	13	34
7K1W_EMD-22631_A	134	125	20	10
7K2V_EMD-22647_A	44	168	14	17
7K2V_EMD-22647_B	44	168	14	17
7CF9_EMD-30343_B	36	7	8	2
7K9L_EMD-22754_A	54	165	12	14
7E81_EMD-31007_A	1	0	1	0
7K5B_EMD-22679_A	316	2773	94	167
7K5B_EMD-22679_B	295	2846	84	176
7K5B_EMD-22679_C	448	2002	130	126
7K5B_EMD-22679_D	186	101	42	7
7K5B_EMD-22679_E	186	97	37	5
7K5B_EMD-22679_F	33	62	5	3
7K5B_EMD-22679_G	33	60	5	4
7K5B_EMD-22679_H	35	37	4	3
7K5B_EMD-22679_I	35	45	4	4
7K5B_EMD-22679_J	37	32	5	2
7K5B_EMD-22679_K	32	34	4	2
7K5B_EMD-22679_L	36	31	4	2
7K5B_EMD-22679_M	33	33	4	2
7K5B_EMD-22679_N	35	37	4	2
7K5B_EMD-22679_O	37	43	4	3
7K5B_EMD-22679_P	25	47	4	4
7K5B_EMD-22679_Q	21	52	8	8
7K5B_EMD-22679_R	2	79	2	8
7KO4_EMD-22964_A	69	154	21	21
7KO4_EMD-22964_P	0	269	0	1
7KO4_EMD-22964_T	0	122	0	3
7KO4_EMD-22964_U	0	121	0	4
7KO4_EMD-22964_V	6	85	2	9
7KO5_EMD-22965_A	71	155	21	20
7KO5_EMD-22965_P	0	269	0	1
7KO5_EMD-22965_T	0	111	0	3
7KO5_EMD-22965_U	0	95	0	3
7KO5_EMD-22965_V	6	93	4	9
7KPW_EMD-22990_A	0	619	0	46
7KS0_EMD-23014_A	118	289	36	24
7KS0_EMD-23014_B	125	290	36	24
7KS3_EMD-23015_A	109	306	39	26
7KS3_EMD-23015_B	121	307	38	26
7KTP_EMD-23025_A	59	97	22	12
7KTP_EMD-23025_B	144	14	29	2
7KTP_EMD-23025_C	83	125	20	10
7KTP_EMD-23025_D	153	35	29	3
7KTV_EMD-23031_A	2	743	2	48
7KEK_EMD-22840_A	293	2668	93	163
7KEK_EMD-22840_B	285	2741	83	179
7KEK_EMD-22840_C	429	1958	130	127
7KEK_EMD-22840_D	179	95	39	7
7KEK_EMD-22840_E	174	89	39	4
7KEK_EMD-22840_F	30	42	6	3
7KEK_EMD-22840_G	34	35	5	2
7KEK_EMD-22840_H	37	37	4	3
7KEK_EMD-22840_I	35	39	4	3
7KEK_EMD-22840_J	37	29	5	2
7KEK_EMD-22840_K	32	33	4	2
7KEK_EMD-22840_L	35	31	5	2
7KEK_EMD-22840_M	29	32	4	2
7KEK_EMD-22840_N	36	38	4	2
7KEK_EMD-22840_O	38	42	4	3
7KEK_EMD-22840_P	19	43	4	4
7KEK_EMD-22840_Q	18	48	7	7
7KVC_EMD-23046_A	45	96	11	9
7KOR_EMD-22981_A	69	154	21	21
7KOR_EMD-22981_P	0	269	0	1
7KOR_EMD-22981_T	0	121	0	3
7KOR_EMD-22981_U	0	92	0	3
7KOR_EMD-22981_V	2	90	2	9
7L0S_EMD-23102_A	39	178	10	18
7L0S_EMD-23102_B	148	0	29	0
7L0S_EMD-23102_C	10	239	2	10
7L0S_EMD-23102_D	148	0	29	0
7L0S_EMD-23102_E	0	15	0	1
7KVD_EMD-23047_A	42	91	11	8
7L6M_EMD-23145_A	107	13	19	3
7L6M_EMD-23145_B	112	17	20	5
7L6N_EMD-23206_A	56	334	21	35
7L6N_EMD-23206_H	92	145	20	12
7L5X_EMD-23192_A	51	279	16	26
7LGE_EMD-23321_A	58	25	8	3
7LGG_EMD-23323_A	53	23	8	2
7LGF_EMD-23322_A	53	27	6	3
7LHH_EMD-23340_A	360	28	64	5
7LHH_EMD-23340_B	89	4	18	1
7LHH_EMD-23340_C	360	28	64	5
7LHH_EMD-23340_D	89	4	18	1
7LHI_EMD-23341_A	256	10	53	2
7LHI_EMD-23341_B	109	7	23	2
7LHI_EMD-23341_C	256	10	53	2
7LHI_EMD-23341_D	85	10	20	2
7LHI_EMD-23341_E	48	14	12	3
7LRG_EMD-23497_A	61	141	20	18
7LRG_EMD-23497_G	50	0	10	0
7LUM_EMD-23522_A	75	248	23	18
7LUM_EMD-23522_C	75	258	30	19
7LUM_EMD-23522_E	91	272	25	19
7LUM_EMD-23522_G	72	258	22	20
7LUM_EMD-23522_I	76	248	23	18
7LUM_EMD-23522_K	72	258	29	19
7LUM_EMD-23522_M	93	272	25	19
7LUM_EMD-23522_O	72	258	22	20
7LVT_EMD-23542_A	130	299	38	30
7LUP_EMD-23526_A	78	246	25	17
7LUP_EMD-23526_C	76	260	30	19
7LUP_EMD-23526_E	88	267	23	18
7LUP_EMD-23526_G	69	256	26	18
7LUP_EMD-23526_I	77	251	26	18
7LUP_EMD-23526_K	75	257	30	19
7LUP_EMD-23526_M	89	271	23	19
7LUP_EMD-23526_O	76	256	24	19
7LUP_EMD-23526_Q	46	157	18	19
7JMG_EMD-22393_A	28	16	9	3
7JMG_EMD-22393_E	359	1728	126	165
7MBZ_EMD-23751_A	0	187	0	10
7MBZ_EMD-23751_B	0	180	0	11
7MBZ_EMD-23751_D	48	83	12	9
7LZ6_EMD-23603_A	68	239	18	26
7LZ6_EMD-23603_C	111	15	21	5
7LZ6_EMD-23603_D	96	13	19	3
7MD4_EMD-23766_A	224	59	65	10
7MD4_EMD-23766_C	231	62	68	11
7MD4_EMD-23766_E	0	11	0	2
7MD4_EMD-23766_F	0	16	0	1
7MKQ_EMD-23903_A	87	55	15	5
7MKQ_EMD-23903_C	288	427	86	44
7MKQ_EMD-23903_D	220	501	74	47
7MKQ_EMD-23903_E	0	46	0	4
7MKQ_EMD-23903_F	158	445	34	41
6ZW6_EMD-11482_A	0	0	0	0
7MH0_EMD-23832_A	117	220	26	23
7MOB_EMD-23923_A	45	12	15	2
7MOB_EMD-23923_C	197	34	38	7
7MDM_EMD-23775_A	94	242	28	31
7MOC_EMD-23924_A	2	863	2	56
7MP5_EMD-23929_A	80	1131	18	84
7MT8_EMD-23977_A	50	130	13	15
7MT8_EMD-23977_B	10	220	4	11
7MP6_EMD-23930_A	2	1256	2	83
7MT9_EMD-23978_A	51	139	13	17
7MT9_EMD-23978_B	12	221	4	11
7KZM_EMD-23082_A	0	59	0	1
7KZM_EMD-23082_B	3	0	1	0
7KZM_EMD-23082_CA	0	0	0	0
7KZM_EMD-23082_DA	3	0	1	0
7KZM_EMD-23082_EA	0	0	0	0
7KZM_EMD-23082_HA	0	0	0	0
7KZM_EMD-23082_KA	0	0	0	0
7KZM_EMD-23082_O	0	59	0	1
7KZM_EMD-23082_P	3	0	1	0
7KZM_EMD-23082_Q	0	0	0	0
7KZM_EMD-23082_R	1	0	1	0
7KZM_EMD-23082_S	1	0	1	0
7KZM_EMD-23082_T	0	0	0	0
7KZM_EMD-23082_U	0	0	0	0
7KZM_EMD-23082_V	0	0	0	0
7KZM_EMD-23082_W	0	0	0	0
7KZM_EMD-23082_X	0	0	0	0
7KZM_EMD-23082_Y	4	0	1	0
7MOQ_EMD-23926_A	143	6	35	1
7MOQ_EMD-23926_B	242	2338	78	167
7MOQ_EMD-23926_C	283	2366	73	163
7MOQ_EMD-23926_D	128	18	28	2
7MOQ_EMD-23926_E	140	103	28	5
7MOQ_EMD-23926_F	31	31	5	2
7MOQ_EMD-23926_G	29	36	5	2
7MOQ_EMD-23926_H	24	32	4	2
7MOQ_EMD-23926_I	24	33	4	2
7MOQ_EMD-23926_J	25	29	5	2
7MOQ_EMD-23926_K	22	30	6	2
7MOQ_EMD-23926_L	29	29	5	2
7MOQ_EMD-23926_M	24	32	6	2
7MOQ_EMD-23926_N	28	37	4	2
7MOQ_EMD-23926_O	26	37	3	3
7MOQ_EMD-23926_P	29	35	5	4
7MOQ_EMD-23926_Q	70	187	19	16
7MOQ_EMD-23926_R	68	186	20	16
7MOQ_EMD-23926_T	0	78	0	7
7MOQ_EMD-23926_X	0	127	0	2
7MOQ_EMD-23926_Z	0	109	0	3
7A4H_EMD-11633_A	0	0	0	0
7N32_EMD-22677_A	67	193	14	16
7N32_EMD-22677_B	72	192	17	18
7A4I_EMD-11634_A	0	0	0	0
7N97_EMD-24251_A	0	0	0	0
7N97_EMD-24251_B	0	0	0	0
7N9Q_EMD-24259_A	0	0	0	0
7N9R_EMD-24260_A	0	0	0	0
7N9S_EMD-24261_A	0	0	0	0
7N9S_EMD-24261_B	0	0	0	0
7N85_EMD-24232_A	0	128	0	8
7N85_EMD-24232_B	10	130	2	8
7N85_EMD-24232_E	10	131	2	7
7N85_EMD-24232_F	0	134	0	6
7N85_EMD-24232_G	0	127	0	8
7N85_EMD-24232_Q	10	345	6	34
7N85_EMD-24232_R	8	394	4	38
7N85_EMD-24232_U	8	12	8	2
7N85_EMD-24232_Y	130	314	31	42
7N85_EMD-24232_Z	124	366	41	42
