rep_fasta_id	members
6WJD_EMD-21691_L	6WJD_EMD-21691_L,6WJN_EMD-21696_TA,7QY7_EMD-14209_F,7QYA_EMD-14210_F
6WJD_EMD-21691_K	6WJD_EMD-21691_K,6WJN_EMD-21696_K,7QY7_EMD-14209_E,7QYA_EMD-14210_E
6WJD_EMD-21691_J	6WJD_EMD-21691_J,7QY7_EMD-14209_D,7QYA_EMD-14210_D
6WJD_EMD-21691_A	6WJD_EMD-21691_A,6WJN_EMD-21696_A,7QY7_EMD-14209_G,7QYA_EMD-14210_G
6WJF_EMD-21692_C	6WJF_EMD-21692_C,6WJG_EMD-21693_C
6WJF_EMD-21692_A	6WJF_EMD-21692_A,6WJG_EMD-21693_A,9DW7_EMD-47237_A,9EDD_EMD-47945_A,9EDE_EMD-47946_A,9FQR_EMD-50664_FFB
6WJN_EMD-21696_H	6WJN_EMD-21696_H
6WJN_EMD-21696_W	6WJN_EMD-21696_W
6WJN_EMD-21696_T	6WJN_EMD-21696_T
6WJN_EMD-21696_J	6WJN_EMD-21696_J
6WKK_EMD-21695_G	6WKK_EMD-21695_G
6WKK_EMD-21695_A	6WKK_EMD-21695_A
6WOV_EMD-21862_A	6WOV_EMD-21862_A
6X0V_EMD-21985_C	6X0V_EMD-21985_C,9G3Y_EMD-51018_IA,9H9P_EMD-21985_A,9QVM_EMD-53399_UA
6X0V_EMD-21985_B	6X0V_EMD-21985_B,7QJ0_EMD-14005_E,7QJ1_EMD-14006_E,7QJ3_EMD-14008_I,7QJ6_EMD-14011_D,7QJD_EMD-14018_C,8VRD_EMD-43481_F,8VRJ_EMD-43482_I,9H9P_EMD-21985_D,9QVM_EMD-53399_LA,9QVN_EMD-53400_JA
6X0V_EMD-21985_A	6X0V_EMD-21985_A,9H9P_EMD-21985_G,9QVM_EMD-53399_TA
6X34_EMD-22017_B	6X34_EMD-22017_B,6X36_EMD-22019_B
6X36_EMD-22019_C	6X36_EMD-22019_C,7WJI_EMD-32544_C,7YV9_EMD-34121_B,8EP0_EMD-28494_E,8EP1_EMD-28498_B,8OF8_EMD-16850_A,8SIM_EMD-40509_A,8SIN_EMD-40510_B,9FQR_EMD-50664_YU,9IJJ_EMD-60633_NN,9Y5Q_EMD-72519_E
6XE6_EMD-22144_A	6XE6_EMD-22144_A
6XF7_EMD-22165_A	6XF7_EMD-22165_A,6XF8_EMD-22166_G,6ZTS_EMD-22165_A,6ZTZ_EMD-22166_A,6ZTZ_EMD-22166_B
6XF8_EMD-22166_I	6XF8_EMD-22166_I,6ZTZ_EMD-22166_G
6XF8_EMD-22166_F	6XF8_EMD-22166_F,6ZTZ_EMD-22166_C
6XF8_EMD-22166_B	6XF8_EMD-22166_B,6ZTY_EMD-22164_D,6ZTZ_EMD-22166_I,7LUP_EMD-23526_Q
6XF8_EMD-22166_A	6XF8_EMD-22166_A,6ZTY_EMD-22164_A,6ZTZ_EMD-22166_D
6XJX_EMD-22216_J	6XJX_EMD-22216_J
6XJX_EMD-22216_I	6XJX_EMD-22216_I
6XJX_EMD-22216_B	6XJX_EMD-22216_B
6XJX_EMD-22216_A	6XJX_EMD-22216_A
6XKW_EMD-22227_H	6XKW_EMD-22227_H,6XKX_EMD-22228_C,6XKZ_EMD-22230_C
6XKW_EMD-22227_G	6XKW_EMD-22227_G,6XKX_EMD-22228_B,6XKZ_EMD-22230_B
6XKW_EMD-22227_F	6XKW_EMD-22227_F,6XKX_EMD-22228_A,6XKZ_EMD-22230_A
6XKW_EMD-22227_E	6XKW_EMD-22227_E
6XKW_EMD-22227_D	6XKW_EMD-22227_D
6XKW_EMD-22227_C	6XKW_EMD-22227_C
6XKW_EMD-22227_B	6XKW_EMD-22227_B,6XKX_EMD-22228_H,6XKZ_EMD-22230_H
6XKW_EMD-22227_A	6XKW_EMD-22227_A,6XKX_EMD-22228_G,6XKZ_EMD-22230_G
6XKX_EMD-22228_I	6XKX_EMD-22228_I,6XKZ_EMD-22230_I
6XOW_EMD-22282_A	6XOW_EMD-22282_A
6XPF_EMD-22287_A	6XPF_EMD-22287_A
6XRE_EMD-22294_I	6XRE_EMD-22294_I
6XRE_EMD-22294_H	6XRE_EMD-22294_H
6XRE_EMD-22294_G	6XRE_EMD-22294_G
6XRE_EMD-22294_F	6XRE_EMD-22294_F
6XRE_EMD-22294_E	6XRE_EMD-22294_E
6XRE_EMD-22294_D	6XRE_EMD-22294_D
6XRE_EMD-22294_C	6XRE_EMD-22294_C
6XRE_EMD-22294_B	6XRE_EMD-22294_B
6XRE_EMD-22294_M	6XRE_EMD-22294_M
6XRE_EMD-22294_L	6XRE_EMD-22294_L
6XRE_EMD-22294_K	6XRE_EMD-22294_K
6XRE_EMD-22294_J	6XRE_EMD-22294_J
6XRE_EMD-22294_A	6XRE_EMD-22294_A
6XTY_EMD-10621_I	6XTY_EMD-10621_I
6XTY_EMD-10621_H	6XTY_EMD-10621_H
6XTY_EMD-10621_G	6XTY_EMD-10621_G
6XTY_EMD-10621_F	6XTY_EMD-10621_F
6XTY_EMD-10621_E	6XTY_EMD-10621_E
6XTY_EMD-10621_D	6XTY_EMD-10621_D
6XTY_EMD-10621_C	6XTY_EMD-10621_C
6XTY_EMD-10621_B	6XTY_EMD-10621_B
6XTY_EMD-10621_L	6XTY_EMD-10621_L
6XTY_EMD-10621_K	6XTY_EMD-10621_K
6XTY_EMD-10621_J	6XTY_EMD-10621_J
6XTY_EMD-10621_A	6XTY_EMD-10621_A
6Y92_EMD-10732_C	6Y92_EMD-10732_C,7F46_EMD-31444_C
6Y92_EMD-10732_B	6Y92_EMD-10732_B,7U0D_EMD-26256_E
6Y92_EMD-10732_A	6Y92_EMD-10732_A
6Y9V_EMD-10738_G	6Y9V_EMD-10738_G,6Y9Y_EMD-10741_G,6Y9Z_EMD-10742_G,6ZDJ_EMD-11176_G
6YBT_EMD-10773_B	6YBT_EMD-10773_B
6YBT_EMD-10773_C	6YBT_EMD-10773_C
6YBT_EMD-10773_A	6YBT_EMD-10773_A
6YRG_EMD-10889_A	6YRG_EMD-10889_A,7NTX_EMD-10889_A
6YTX_EMD-10925_A	6YTX_EMD-10925_A
6YVD_EMD-10944_D	6YVD_EMD-10944_D,6YVU_EMD-10951_B,6YVV_EMD-10952_B
6YVD_EMD-10944_C	6YVD_EMD-10944_C,6YVU_EMD-10951_A,6YVV_EMD-10952_A
6YVD_EMD-10944_B	6YVD_EMD-10944_B
6YVD_EMD-10944_A	6YVD_EMD-10944_A,6YVU_EMD-10951_C,6YVV_EMD-10952_C
6YVU_EMD-10951_D	6YVU_EMD-10951_D,6YVV_EMD-10952_D
6YW7_EMD-10960_G	6YW7_EMD-10960_G
6YW7_EMD-10960_F	6YW7_EMD-10960_F
6YW7_EMD-10960_E	6YW7_EMD-10960_E
6YW7_EMD-10960_D	6YW7_EMD-10960_D
6YW7_EMD-10960_C	6YW7_EMD-10960_C
6YW7_EMD-10960_B	6YW7_EMD-10960_B
6YW7_EMD-10960_A	6YW7_EMD-10960_A
6Z05_EMD-11003_A	6Z05_EMD-11003_A
6Z12_EMD-4460_A	6Z12_EMD-4460_A
6Z2K_EMD-11042_A	6Z2K_EMD-11042_A,7AO8_EMD-11837_D,7AO9_EMD-11838_C
6Z2K_EMD-11042_I	6Z2K_EMD-11042_I
6Z2K_EMD-11042_E	6Z2K_EMD-11042_E
6Z3W_EMD-11058_I	6Z3W_EMD-11058_I
6Z3W_EMD-11058_H	6Z3W_EMD-11058_H
6Z3W_EMD-11058_G	6Z3W_EMD-11058_G
6Z3W_EMD-11058_F	6Z3W_EMD-11058_F
6Z3W_EMD-11058_E	6Z3W_EMD-11058_E
6Z3W_EMD-11058_D	6Z3W_EMD-11058_D
6Z3W_EMD-11058_C	6Z3W_EMD-11058_C
6Z3W_EMD-11058_B	6Z3W_EMD-11058_B
6Z47_EMD-11069_E	6Z47_EMD-11069_E,9SZR_EMD-55382_E
6Z47_EMD-11069_C	6Z47_EMD-11069_C,9SZR_EMD-55382_C
6Z47_EMD-11069_A	6Z47_EMD-11069_A
6Z5J_EMD-11078_A	6Z5J_EMD-11078_A
6ZD0_EMD-11172_B	6ZD0_EMD-11172_B
6ZD0_EMD-11172_A	6ZD0_EMD-11172_A
6ZDG_EMD-11173_C	6ZDG_EMD-11173_C,7S0E_EMD-24788_C,7TDM_EMD-25834_D,7TDN_EMD-25835_D,7V6O_EMD-31744_D,8FFJ_EMD-29044_C,8GP3_EMD-34188_G,8HC6_EMD-34653_C,8U5B_EMD-41915_C,9DVC_EMD-47200_E
6ZDG_EMD-11173_B	6ZDG_EMD-11173_B,7RUG_EMD-24705_B,7S0E_EMD-24788_B,7TC9_EMD-25806_B,7TDM_EMD-25834_C,7TDN_EMD-25835_C,7U0D_EMD-26256_B,7V6O_EMD-31744_E,8CRB_EMD-16807_A,8GP3_EMD-34188_E,8HC6_EMD-34653_B,8U5B_EMD-41915_D,8YBS_EMD-34546_C,8YBZ_EMD-34603_D,9DVC_EMD-47200_D
6ZDG_EMD-11173_A	6ZDG_EMD-11173_A,7TC9_EMD-25806_A,7U0D_EMD-26256_A,7XXL_EMD-33506_C,8JYS_EMD-36730_B
6ZG0_EMD-11190_A	6ZG0_EMD-11190_A
6ZGA_EMD-11199_G	6ZGA_EMD-11199_G,6ZGA_EMD-11199_C
6ZGA_EMD-11199_D	6ZGA_EMD-11199_D
6ZGA_EMD-11199_B	6ZGA_EMD-11199_B
6ZGA_EMD-11199_A	6ZGA_EMD-11199_A
6ZGH_EMD-11206_A	6ZGH_EMD-11206_A,7A93_EMD-11683_A,7A96_EMD-11686_A,7A98_EMD-11688_A,7DCX_EMD-30641_C,7DD2_EMD-30642_A,7DD8_EMD-30649_C,7DDN_EMD-30654_A,7DK3_EMD-30701_A,7F46_EMD-31444_A,7FG7_EMD-31578_A,7S0E_EMD-24788_A,7WOW_EMD-32661_A,7XY3_EMD-33509_A,8G72_EMD-29794_B,8G79_EMD-29803_A,8K9B_EMD-36983_A,8K9J_EMD-36988_A,8K9M_EMD-36991_A,8WTJ_EMD-37835_A,8YBS_EMD-34546_B,8YBS_EMD-34546_A,8YBZ_EMD-34603_A,8YDX_EMD-39184_D,8YDY_EMD-39185_A,8YDZ_EMD-39186_A,8Z6Q_EMD-39801_A,8ZC6_EMD-39924_A
6ZIU_EMD-11230_I	6ZIU_EMD-11230_I
6ZIU_EMD-11230_H	6ZIU_EMD-11230_H,6ZNA_EMD-0667_K
6ZIU_EMD-11230_G	6ZIU_EMD-11230_G
6ZIU_EMD-11230_F	6ZIU_EMD-11230_F
6ZIU_EMD-11230_E	6ZIU_EMD-11230_E,6ZNA_EMD-0667_N
6ZIU_EMD-11230_D	6ZIU_EMD-11230_D,6ZNA_EMD-0667_M
6ZIU_EMD-11230_C	6ZIU_EMD-11230_C
6ZIU_EMD-11230_B	6ZIU_EMD-11230_B
6ZIU_EMD-11230_K	6ZIU_EMD-11230_K
6ZIU_EMD-11230_J	6ZIU_EMD-11230_J
6ZIU_EMD-11230_A	6ZIU_EMD-11230_A
6ZJN_EMD-11237_I	6ZJN_EMD-11237_I,6ZJY_EMD-11238_I
6ZJN_EMD-11237_H	6ZJN_EMD-11237_H,6ZJY_EMD-11238_H
6ZJN_EMD-11237_G	6ZJN_EMD-11237_G,6ZJY_EMD-11238_G
6ZJN_EMD-11237_F	6ZJN_EMD-11237_F,6ZJY_EMD-11238_F
6ZJN_EMD-11237_E	6ZJN_EMD-11237_E,6ZJY_EMD-11238_E
6ZJN_EMD-11237_D	6ZJN_EMD-11237_D,6ZJY_EMD-11238_D
6ZJN_EMD-11237_C	6ZJN_EMD-11237_C,6ZJY_EMD-11238_C
6ZJN_EMD-11237_B	6ZJN_EMD-11237_B,6ZJY_EMD-11238_B
6ZJN_EMD-11237_O	6ZJN_EMD-11237_O,6ZJY_EMD-11238_O
6ZJN_EMD-11237_N	6ZJN_EMD-11237_N,6ZJY_EMD-11238_N
6ZJN_EMD-11237_M	6ZJN_EMD-11237_M,6ZJY_EMD-11238_M
6ZJN_EMD-11237_L	6ZJN_EMD-11237_L,6ZJY_EMD-11238_L
6ZJN_EMD-11237_K	6ZJN_EMD-11237_K,6ZJY_EMD-11238_K
6ZJN_EMD-11237_J	6ZJN_EMD-11237_J,6ZJY_EMD-11238_J
6ZJN_EMD-11237_A	6ZJN_EMD-11237_A,6ZJY_EMD-11238_A
6ZM1_EMD-11277_B	6ZM1_EMD-11277_B
6ZM1_EMD-11277_A	6ZM1_EMD-11277_A
6ZNA_EMD-0667_P	6ZNA_EMD-0667_P
6ZNA_EMD-0667_O	6ZNA_EMD-0667_O
6ZNA_EMD-0667_L	6ZNA_EMD-0667_L
6ZNA_EMD-0667_J	6ZNA_EMD-0667_J
6ZNA_EMD-0667_B	6ZNA_EMD-0667_B
6ZNA_EMD-0667_Q	6ZNA_EMD-0667_Q
6ZNA_EMD-0667_A	6ZNA_EMD-0667_A
6ZNN_EMD-11318_K	6ZNN_EMD-11318_K,6ZNO_EMD-11319_H,9DGT_EMD-46847_V,9DGU_EMD-46848_V,9HHL_EMD-52171_X
6ZNN_EMD-11318_I	6ZNN_EMD-11318_I,6ZNO_EMD-11319_G,9DGT_EMD-46847_T,9DGU_EMD-46848_T,9HHL_EMD-52171_W
6ZNN_EMD-11318_H	6ZNN_EMD-11318_H,6ZNO_EMD-11319_F,9DGT_EMD-46847_S,9DGU_EMD-46848_S,9HHL_EMD-52171_U
6ZNN_EMD-11318_E	6ZNN_EMD-11318_E,6ZNO_EMD-11319_E,9DGT_EMD-46847_M,9DGU_EMD-46848_M,9HHL_EMD-52171_O
6ZNN_EMD-11318_D	6ZNN_EMD-11318_D,6ZNO_EMD-11319_D,9DGT_EMD-46847_J,9DGU_EMD-46848_J,9HHL_EMD-52171_L
6ZNN_EMD-11318_A	6ZNN_EMD-11318_A,6ZNO_EMD-11319_A,9DGT_EMD-46847_A,9DGU_EMD-46848_A,9HHL_EMD-52171_D
6ZPG_EMD-11338_A	6ZPG_EMD-11338_A,6ZPH_EMD-11339_A,7RSI_EMD-24672_A,7RYP_EMD-24744_B,7RYQ_EMD-24745_A
6ZPH_EMD-11339_B	6ZPH_EMD-11339_B,6ZPI_EMD-11340_A,7RYP_EMD-24744_A
6ZQW_EMD-11372_B	6ZQW_EMD-11372_B
6ZQW_EMD-11372_A	6ZQW_EMD-11372_A
6ZVS_EMD-11469_A	6ZVS_EMD-11469_A,6ZVT_EMD-11470_A,6ZW4_EMD-11478_A,6ZW5_EMD-11481_A,6ZW6_EMD-11482_A
7A4H_EMD-11633_A	7A4H_EMD-11633_A,7A4I_EMD-11634_A
7AL3_EMD-11815_B	7AL3_EMD-11815_B
7AL3_EMD-11815_C	7AL3_EMD-11815_C
7AL3_EMD-11815_A	7AL3_EMD-11815_A
7AO8_EMD-11837_B	7AO8_EMD-11837_B,7AO9_EMD-11838_B
7AO8_EMD-11837_A	7AO8_EMD-11837_A,7AO9_EMD-11838_A
7AOD_EMD-11841_I	7AOD_EMD-11841_I
7AOD_EMD-11841_H	7AOD_EMD-11841_H
7AOD_EMD-11841_G	7AOD_EMD-11841_G
7AOD_EMD-11841_F	7AOD_EMD-11841_F
7AOD_EMD-11841_E	7AOD_EMD-11841_E
7AOD_EMD-11841_D	7AOD_EMD-11841_D
7AOD_EMD-11841_C	7AOD_EMD-11841_C
7AOD_EMD-11841_B	7AOD_EMD-11841_B
7AOD_EMD-11841_L	7AOD_EMD-11841_L
7AOD_EMD-11841_K	7AOD_EMD-11841_K
7AOD_EMD-11841_J	7AOD_EMD-11841_J
7AOD_EMD-11841_A	7AOD_EMD-11841_A
7AQO_EMD-11871_J	7AQO_EMD-11871_J
7AQO_EMD-11871_I	7AQO_EMD-11871_I
7AQO_EMD-11871_D	7AQO_EMD-11871_D
7AQO_EMD-11871_C	7AQO_EMD-11871_C
7AQO_EMD-11871_B	7AQO_EMD-11871_B
7AQO_EMD-11871_A	7AQO_EMD-11871_A
7ATA_EMD-11911_A	7ATA_EMD-11911_A,8A41_EMD-15134_A,8A6J_EMD-15209_A
7ATA_EMD-11911_B	7ATA_EMD-11911_B
7B4M_EMD-12003_A	7B4M_EMD-12003_A
7B6E_EMD-12053_A	7B6E_EMD-12053_A,7B6R_EMD-12056_A,7B6Y_EMD-12058_A
7B6H_EMD-12054_A	7B6H_EMD-12054_A,7B6R_EMD-12056_B,7B6Z_EMD-12060_A
7B6R_EMD-12056_J	7B6R_EMD-12056_J
7B6R_EMD-12056_H	7B6R_EMD-12056_H
7B6R_EMD-12056_G	7B6R_EMD-12056_G
7B6R_EMD-12056_F	7B6R_EMD-12056_F
7B6R_EMD-12056_E	7B6R_EMD-12056_E
7B6R_EMD-12056_D	7B6R_EMD-12056_D
7B6R_EMD-12056_C	7B6R_EMD-12056_C
7BGJ_EMD-12181_A	7BGJ_EMD-12181_A
7BP0_EMD-30138_A	7BP0_EMD-30138_A
7BQT_EMD-30155_A	7BQT_EMD-30155_A
7BTR_EMD-30183_D	7BTR_EMD-30183_D
7BTR_EMD-30183_C	7BTR_EMD-30183_C
7BTR_EMD-30183_B	7BTR_EMD-30183_B
7BTR_EMD-30183_A	7BTR_EMD-30183_A
7BUA_EMD-30193_H	7BUA_EMD-30193_H,7BUE_EMD-30196_B,7BUF_EMD-30197_B
7BUA_EMD-30193_G	7BUA_EMD-30193_G,7BUE_EMD-30196_A,7BUF_EMD-30197_A
7BUA_EMD-30193_C	7BUA_EMD-30193_C,7YAR_EMD-33718_G
7BUE_EMD-30196_C	7BUE_EMD-30196_C
7BUF_EMD-30197_D	7BUF_EMD-30197_D,7V3J_EMD-31681_F
7BUF_EMD-30197_C	7BUF_EMD-30197_C,7V3J_EMD-31681_E,9DOG_EMD-47083_A
7BWA_EMD-30231_C	7BWA_EMD-30231_C
7BWA_EMD-30231_A	7BWA_EMD-30231_A,7PG0_EMD-13385_A,7PG2_EMD-13386_A,7PG3_EMD-13387_A,7SL4_EMD-25191_A,7STI_EMD-25429_A,8DTL_EMD-27704_B,8EYX_EMD-28723_A,8EYY_EMD-28724_A,8XKM_EMD-38420_A,9DNN_EMD-47043_A
7BZW_EMD-30261_A	7BZW_EMD-30261_A
7CA3_EMD-30323_B	7CA3_EMD-30323_B,7CA5_EMD-30324_B
7CA3_EMD-30323_A	7CA3_EMD-30323_A,7CA5_EMD-30324_A
7CCS_EMD-30341_B	7CCS_EMD-30341_B
7CCS_EMD-30341_A	7CCS_EMD-30341_A
7CG3_EMD-30349_A	7CG3_EMD-30349_A
7CTF_EMD-30463_E	7CTF_EMD-30463_E,7CTG_EMD-30464_E
7CTF_EMD-30463_D	7CTF_EMD-30463_D,7CTG_EMD-30464_D
7CTF_EMD-30463_C	7CTF_EMD-30463_C,7CTG_EMD-30464_C
7CTF_EMD-30463_B	7CTF_EMD-30463_B,7CTG_EMD-30464_B
7CTF_EMD-30463_A	7CTF_EMD-30463_A,7CTG_EMD-30464_A
7CVY_EMD-30476_C	7CVY_EMD-30476_C,7CVZ_EMD-30477_C,7CW0_EMD-30478_C,7CW2_EMD-30479_G
7CVY_EMD-30476_B	7CVY_EMD-30476_B,7DCX_EMD-30641_E,7DD2_EMD-30642_D,7DD8_EMD-30649_B
7CVY_EMD-30476_A	7CVY_EMD-30476_A
7CVZ_EMD-30477_E	7CVZ_EMD-30477_E,7CW0_EMD-30478_E,7CW2_EMD-30479_K,9GVG_EMD-51635_B
7CVZ_EMD-30477_D	7CVZ_EMD-30477_D,7CW0_EMD-30478_D,7CW2_EMD-30479_J
7D7N_EMD-30609_A	7D7N_EMD-30609_A
7DCX_EMD-30641_A	7DCX_EMD-30641_A,7DD2_EMD-30642_C,7DD8_EMD-30649_A
7DGQ_EMD-30673_I	7DGQ_EMD-30673_I,7DGR_EMD-30674_I,7DGS_EMD-30675_G,8IC2_EMD-35352_F,8UGR_EMD-42233_F
7DGQ_EMD-30673_H	7DGQ_EMD-30673_H,7DGR_EMD-30674_C,7DGS_EMD-30675_D
7DGQ_EMD-30673_G	7DGQ_EMD-30673_G,7DGR_EMD-30674_E,7DGS_EMD-30675_C
7DGQ_EMD-30673_BC	7DGQ_EMD-30673_BC,7DGR_EMD-30674_DB,7DGS_EMD-30675_DB
7DGQ_EMD-30673_AC	7DGQ_EMD-30673_AC,7DGR_EMD-30674_CB,7DGS_EMD-30675_CB,8IC2_EMD-35352_CB,8UGR_EMD-42233_CB
7DGQ_EMD-30673_OB	7DGQ_EMD-30673_OB,7DGR_EMD-30674_BB,7DGS_EMD-30675_BB,8IC2_EMD-35352_DB,8UGR_EMD-42233_NB
7DGQ_EMD-30673_NB	7DGQ_EMD-30673_NB,7DGR_EMD-30674_AB,7DGS_EMD-30675_AB,8IC2_EMD-35352_AB,8UGR_EMD-42233_AB
7DGQ_EMD-30673_MB	7DGQ_EMD-30673_MB,7DGR_EMD-30674_KB,7DGS_EMD-30675_KB,8UGR_EMD-42233_CE
7DGQ_EMD-30673_LB	7DGQ_EMD-30673_LB,7DGR_EMD-30674_JB,7DGS_EMD-30675_JB,8UGR_EMD-42233_BE
7DGQ_EMD-30673_KB	7DGQ_EMD-30673_KB,7DGR_EMD-30674_IB,7DGS_EMD-30675_IB
7DGQ_EMD-30673_JB	7DGQ_EMD-30673_JB,7DGS_EMD-30675_HB,8IC2_EMD-35352_HB,8UGR_EMD-42233_GB
7DGQ_EMD-30673_IB	7DGQ_EMD-30673_IB,7DGR_EMD-30674_GB,7DGS_EMD-30675_GB,8UGR_EMD-42233_FB
7DGQ_EMD-30673_F	7DGQ_EMD-30673_F,7DGR_EMD-30674_F,7DGS_EMD-30675_F
7DGQ_EMD-30673_HB	7DGQ_EMD-30673_HB,7DGR_EMD-30674_FB,7DGS_EMD-30675_FB,8UGR_EMD-42233_EB
7DGQ_EMD-30673_GB	7DGQ_EMD-30673_GB,7DGR_EMD-30674_EB,7DGS_EMD-30675_EB,8UGR_EMD-42233_DB
7DGQ_EMD-30673_EB	7DGQ_EMD-30673_EB,7DGR_EMD-30674_RA,7DGS_EMD-30675_RA,8UGR_EMD-42233_LA
7DGQ_EMD-30673_DB	7DGQ_EMD-30673_DB,7DGR_EMD-30674_QA,7DGS_EMD-30675_QA,8UGR_EMD-42233_PA
7DGQ_EMD-30673_CB	7DGQ_EMD-30673_CB,7DGR_EMD-30674_PA,7DGS_EMD-30675_PA
7DGQ_EMD-30673_BB	7DGQ_EMD-30673_BB,7DGR_EMD-30674_OA,7DGS_EMD-30675_OA
7DGQ_EMD-30673_AB	7DGQ_EMD-30673_AB,7DGR_EMD-30674_NA,7DGS_EMD-30675_NA,8UGR_EMD-42233_GA
7DGQ_EMD-30673_ZA	7DGQ_EMD-30673_ZA,7DGR_EMD-30674_MA,7DGS_EMD-30675_MA,8UGR_EMD-42233_NA
7DGQ_EMD-30673_YA	7DGQ_EMD-30673_YA,7DGR_EMD-30674_LA,7DGS_EMD-30675_LA,8UGR_EMD-42233_OA
7DGQ_EMD-30673_XA	7DGQ_EMD-30673_XA,7DGR_EMD-30674_KA,7DGS_EMD-30675_KA,8UGR_EMD-42233_IA
7DGQ_EMD-30673_E	7DGQ_EMD-30673_E,7DGR_EMD-30674_B,7DGS_EMD-30675_E
7DGQ_EMD-30673_WA	7DGQ_EMD-30673_WA,7DGR_EMD-30674_JA,7DGS_EMD-30675_JA
7DGQ_EMD-30673_VA	7DGQ_EMD-30673_VA,7DGR_EMD-30674_IA,7DGS_EMD-30675_IA
7DGQ_EMD-30673_UA	7DGQ_EMD-30673_UA,7DGR_EMD-30674_HA,7DGS_EMD-30675_HA,8UGR_EMD-42233_KA
7DGQ_EMD-30673_TA	7DGQ_EMD-30673_TA,7DGR_EMD-30674_GA,7DGS_EMD-30675_GA
7DGQ_EMD-30673_SA	7DGQ_EMD-30673_SA,7DGR_EMD-30674_FA,7DGS_EMD-30675_FA
7DGQ_EMD-30673_FB	7DGQ_EMD-30673_FB,7DGR_EMD-30674_EA,7DGS_EMD-30675_EA
7DGQ_EMD-30673_QA	7DGQ_EMD-30673_QA,7DGR_EMD-30674_DA,7DGS_EMD-30675_DA,8UGR_EMD-42233_Z
7DGQ_EMD-30673_PA	7DGQ_EMD-30673_PA,7DGR_EMD-30674_CA,7DGS_EMD-30675_CA,8IC2_EMD-35352_QA,8UGR_EMD-42233_QA
7DGQ_EMD-30673_OA	7DGQ_EMD-30673_OA,7DGR_EMD-30674_BA,7DGS_EMD-30675_BA,8UGR_EMD-42233_Y
7DGQ_EMD-30673_NA	7DGQ_EMD-30673_NA,7DGR_EMD-30674_AA,7DGS_EMD-30675_AA
7DGQ_EMD-30673_D	7DGQ_EMD-30673_D,7DGR_EMD-30674_D,7DGS_EMD-30675_B
7DGQ_EMD-30673_MA	7DGQ_EMD-30673_MA,7DGR_EMD-30674_Z,7DGS_EMD-30675_Z
7DGQ_EMD-30673_LA	7DGQ_EMD-30673_LA,7DGR_EMD-30674_Y,7DGS_EMD-30675_Y,8UGR_EMD-42233_X
7DGQ_EMD-30673_KA	7DGQ_EMD-30673_KA,7DGR_EMD-30674_X,7DGS_EMD-30675_X,8UGR_EMD-42233_RA
7DGQ_EMD-30673_JA	7DGQ_EMD-30673_JA,7DGR_EMD-30674_W,7DGS_EMD-30675_W,8IC2_EMD-35352_W,8UGR_EMD-42233_W
7DGQ_EMD-30673_IA	7DGQ_EMD-30673_IA,7DGR_EMD-30674_V,7DGS_EMD-30675_V,8UGR_EMD-42233_V
7DGQ_EMD-30673_HA	7DGQ_EMD-30673_HA,7DGR_EMD-30674_U,7DGS_EMD-30675_U
7DGQ_EMD-30673_GA	7DGQ_EMD-30673_GA,7DGR_EMD-30674_T,7DGS_EMD-30675_T,8UGR_EMD-42233_S
7DGQ_EMD-30673_FA	7DGQ_EMD-30673_FA,7DGR_EMD-30674_S,7DGS_EMD-30675_S
7DGQ_EMD-30673_EA	7DGQ_EMD-30673_EA,7DGR_EMD-30674_R,7DGS_EMD-30675_R
7DGQ_EMD-30673_DA	7DGQ_EMD-30673_DA,7DGR_EMD-30674_Q,7DGS_EMD-30675_Q
7DGQ_EMD-30673_C	7DGQ_EMD-30673_C,7DGR_EMD-30674_A,7DGS_EMD-30675_A,8IC2_EMD-35352_E,8UGR_EMD-42233_E
7DGQ_EMD-30673_CA	7DGQ_EMD-30673_CA,7DGR_EMD-30674_P,7DGS_EMD-30675_P
7DGQ_EMD-30673_BA	7DGQ_EMD-30673_BA,7DGR_EMD-30674_O,7DGS_EMD-30675_O
7DGQ_EMD-30673_AA	7DGQ_EMD-30673_AA,7DGR_EMD-30674_N,7DGS_EMD-30675_N,8IC2_EMD-35352_I
7DGQ_EMD-30673_Z	7DGQ_EMD-30673_Z,7DGR_EMD-30674_M,7DGS_EMD-30675_M
7DGQ_EMD-30673_Y	7DGQ_EMD-30673_Y,7DGR_EMD-30674_L,7DGS_EMD-30675_L,8IC2_EMD-35352_C,8UGR_EMD-42233_C
7DGQ_EMD-30673_X	7DGQ_EMD-30673_X,7DGR_EMD-30674_K,7DGS_EMD-30675_K,8IC2_EMD-35352_D,8UGR_EMD-42233_D
7DGQ_EMD-30673_W	7DGQ_EMD-30673_W,7DGR_EMD-30674_J,7DGS_EMD-30675_J,8IC2_EMD-35352_G,8UGR_EMD-42233_G
7DGQ_EMD-30673_V	7DGQ_EMD-30673_V,7DGR_EMD-30674_BC,7DGS_EMD-30675_BC
7DGQ_EMD-30673_U	7DGQ_EMD-30673_U,7DGR_EMD-30674_AC,7DGS_EMD-30675_AC,8UGR_EMD-42233_AC
7DGQ_EMD-30673_T	7DGQ_EMD-30673_T,7DGR_EMD-30674_ZB,7DGS_EMD-30675_ZB
7DGQ_EMD-30673_B	7DGQ_EMD-30673_B,7DGR_EMD-30674_H,7DGS_EMD-30675_H
