i	j	id_i	id_j	identity	coverage_shorter	aligned_res	len_shorter	len_i	len_j
1039	1041	7JMF_EMD-22392_A	7JMG_EMD-22393_E	1.000000	1.000000	107	107	108	107
1039	1043	7JMF_EMD-22392_A	7JMH_EMD-22394_A	1.000000	1.000000	107	107	108	107
1039	1045	7JMF_EMD-22392_A	7JMI_EMD-22395_A	1.000000	1.000000	107	107	108	107
1039	1047	7JMF_EMD-22392_A	7JMJ_EMD-22396_A	1.000000	1.000000	107	107	108	107
1039	3146	7JMF_EMD-22392_A	8RRT_EMD-19464_E	1.000000	1.000000	107	107	108	107
1039	3150	7JMF_EMD-22392_A	8RRU_EMD-19465_A	1.000000	1.000000	107	107	108	107
1040	1042	7JMG_EMD-22393_A	7JMH_EMD-22394_B	1.000000	1.000000	4687	4687	4687	4687
1040	1044	7JMG_EMD-22393_A	7JMI_EMD-22395_B	1.000000	1.000000	4687	4687	4687	4687
1040	1046	7JMG_EMD-22393_A	7JMJ_EMD-22396_B	1.000000	1.000000	4687	4687	4687	4687
1041	1043	7JMG_EMD-22393_E	7JMH_EMD-22394_A	1.000000	1.000000	107	107	107	107
1041	1045	7JMG_EMD-22393_E	7JMI_EMD-22395_A	1.000000	1.000000	107	107	107	107
1041	1047	7JMG_EMD-22393_E	7JMJ_EMD-22396_A	1.000000	1.000000	107	107	107	107
1041	3146	7JMG_EMD-22393_E	8RRT_EMD-19464_E	1.000000	1.000000	107	107	107	107
1041	3150	7JMG_EMD-22393_E	8RRU_EMD-19465_A	1.000000	1.000000	107	107	107	107
1042	1044	7JMH_EMD-22394_B	7JMI_EMD-22395_B	1.000000	1.000000	4687	4687	4687	4687
1042	1046	7JMH_EMD-22394_B	7JMJ_EMD-22396_B	1.000000	1.000000	4687	4687	4687	4687
1043	1045	7JMH_EMD-22394_A	7JMI_EMD-22395_A	1.000000	1.000000	107	107	107	107
1043	1047	7JMH_EMD-22394_A	7JMJ_EMD-22396_A	1.000000	1.000000	107	107	107	107
1225	1281	7MOQ_EMD-23926_R	7N32_EMD-22677_A	1.000000	1.000000	449	449	449	449
1225	2186	7MOQ_EMD-23926_R	7TNS_EMD-26019_Y	0.951002	1.000000	449	449	449	453
1234	3053	7MT9_EMD-23978_B	8P13_EMD-17344_A	0.991379	1.000000	348	348	348	348
1234	3060	7MT9_EMD-23978_B	8P15_EMD-17345_A	0.991379	1.000000	348	348	348	348
1235	1244	7MUQ_EMD-24018_L	7MUS_EMD-24020_I	1.000000	1.000000	124	124	124	124
1235	1255	7MUQ_EMD-24018_L	7MUV_EMD-24023_E	1.000000	1.000000	124	124	124	124
1235	1263	7MUQ_EMD-24018_L	7MUW_EMD-24024_F	1.000000	1.000000	124	124	124	124
1235	1271	7MUQ_EMD-24018_L	7MUY_EMD-24026_I	1.000000	1.000000	124	124	124	124
1236	1245	7MUQ_EMD-24018_K	7MUS_EMD-24020_H	1.000000	1.000000	320	320	320	320
1236	1259	7MUQ_EMD-24018_K	7MUV_EMD-24023_BB	1.000000	1.000000	320	320	320	320
1236	1264	7MUQ_EMD-24018_K	7MUW_EMD-24024_E	1.000000	1.000000	320	320	320	320
1236	1272	7MUQ_EMD-24018_K	7MUY_EMD-24026_H	1.000000	1.000000	320	320	320	320
1237	1246	7MUQ_EMD-24018_J	7MUS_EMD-24020_G	1.000000	1.000000	249	249	249	249
1237	1256	7MUQ_EMD-24018_J	7MUV_EMD-24023_D	1.000000	1.000000	249	249	249	249
1237	1265	7MUQ_EMD-24018_J	7MUW_EMD-24024_D	1.000000	1.000000	249	249	249	249
1237	1273	7MUQ_EMD-24018_J	7MUY_EMD-24026_G	1.000000	1.000000	249	249	249	249
1238	1247	7MUQ_EMD-24018_I	7MUS_EMD-24020_F	1.000000	1.000000	189	189	189	189
1238	1257	7MUQ_EMD-24018_I	7MUV_EMD-24023_C	1.000000	1.000000	189	189	189	189
1238	1266	7MUQ_EMD-24018_I	7MUW_EMD-24024_C	1.000000	1.000000	189	189	189	189
1238	1274	7MUQ_EMD-24018_I	7MUY_EMD-24026_F	1.000000	1.000000	189	189	189	189
1194	1400	7MD4_EMD-23766_F	7PG0_EMD-13385_D	1.000000	1.000000	30	30	30	30
1194	1403	7MD4_EMD-23766_F	7PG2_EMD-13386_D	1.000000	1.000000	30	30	30	30
1194	1406	7MD4_EMD-23766_F	7PG3_EMD-13387_D	1.000000	1.000000	30	30	30	30
1194	1434	7MD4_EMD-23766_F	7QID_EMD-10311_F	1.000000	1.000000	30	30	30	30
1194	1728	7MD4_EMD-23766_F	7SL4_EMD-25191_C	0.966667	1.000000	30	30	30	30
1195	1401	7MD4_EMD-23766_E	7PG0_EMD-13385_C	1.000000	1.000000	21	21	21	21
1195	1404	7MD4_EMD-23766_E	7PG2_EMD-13386_C	1.000000	1.000000	21	21	21	21
1195	1407	7MD4_EMD-23766_E	7PG3_EMD-13387_C	1.000000	1.000000	21	21	21	21
1195	1433	7MD4_EMD-23766_E	7QID_EMD-10311_E	1.000000	1.000000	21	21	21	21
1195	1727	7MD4_EMD-23766_E	7SL4_EMD-25191_E	1.000000	1.000000	21	21	21	21
1196	2222	7MD4_EMD-23766_C	7U6D_EMD-26363_B	0.998908	1.000000	916	916	927	916
1198	1669	7MDM_EMD-23775_A	7R7T_EMD-24304_A	0.997519	1.000000	806	806	806	806
1198	2393	7MDM_EMD-23775_A	7Y59_EMD-33613_E	0.998729	1.000000	787	787	806	787
1198	2568	7MDM_EMD-23775_A	8B5R_EMD-15861_A	0.998759	1.000000	806	806	806	812
1239	1248	7MUQ_EMD-24018_H	7MUS_EMD-24020_E	1.000000	1.000000	361	361	361	361
1239	1258	7MUQ_EMD-24018_H	7MUV_EMD-24023_B	1.000000	1.000000	361	361	361	361
1239	1267	7MUQ_EMD-24018_H	7MUW_EMD-24024_B	1.000000	1.000000	361	361	361	361
1239	1275	7MUQ_EMD-24018_H	7MUY_EMD-24026_E	1.000000	1.000000	361	361	361	361
1239	4585	7MUQ_EMD-24018_H	9NH0_EMD-49398_F	1.000000	1.000000	361	361	361	361
1240	1250	7MUQ_EMD-24018_E	7MUS_EMD-24020_B	1.000000	1.000000	163	163	163	163
1240	1254	7MUQ_EMD-24018_E	7MUV_EMD-24023_H	1.000000	1.000000	163	163	163	163
1240	1262	7MUQ_EMD-24018_E	7MUW_EMD-24024_I	1.000000	1.000000	163	163	163	163
1240	1277	7MUQ_EMD-24018_E	7MUY_EMD-24026_B	1.000000	1.000000	163	163	163	163
1241	1249	7MUQ_EMD-24018_D	7MUS_EMD-24020_C	1.000000	1.000000	269	269	269	269
1241	1253	7MUQ_EMD-24018_D	7MUV_EMD-24023_I	1.000000	1.000000	269	269	269	269
1241	1269	7MUQ_EMD-24018_D	7MUW_EMD-24024_J	1.000000	1.000000	269	269	269	269
1241	1276	7MUQ_EMD-24018_D	7MUY_EMD-24026_C	1.000000	1.000000	269	269	269	269
1241	4586	7MUQ_EMD-24018_D	9NH0_EMD-49398_E	1.000000	1.000000	269	269	269	269
1242	1251	7MUQ_EMD-24018_B	7MUS_EMD-24020_DB	1.000000	1.000000	303	303	303	303
1242	1260	7MUQ_EMD-24018_B	7MUV_EMD-24023_U	1.000000	1.000000	303	303	303	303
1242	1268	7MUQ_EMD-24018_B	7MUW_EMD-24024_W	1.000000	1.000000	303	303	303	303
1242	1278	7MUQ_EMD-24018_B	7MUY_EMD-24026_Q	1.000000	1.000000	303	303	303	303
1247	1257	7MUS_EMD-24020_F	7MUV_EMD-24023_C	1.000000	1.000000	189	189	189	189
1247	1266	7MUS_EMD-24020_F	7MUW_EMD-24024_C	1.000000	1.000000	189	189	189	189
1247	1274	7MUS_EMD-24020_F	7MUY_EMD-24026_F	1.000000	1.000000	189	189	189	189
1248	1258	7MUS_EMD-24020_E	7MUV_EMD-24023_B	1.000000	1.000000	361	361	361	361
1248	1267	7MUS_EMD-24020_E	7MUW_EMD-24024_B	1.000000	1.000000	361	361	361	361
1248	1275	7MUS_EMD-24020_E	7MUY_EMD-24026_E	1.000000	1.000000	361	361	361	361
1248	4585	7MUS_EMD-24020_E	9NH0_EMD-49398_F	1.000000	1.000000	361	361	361	361
1249	1253	7MUS_EMD-24020_C	7MUV_EMD-24023_I	1.000000	1.000000	269	269	269	269
1249	1269	7MUS_EMD-24020_C	7MUW_EMD-24024_J	1.000000	1.000000	269	269	269	269
1249	1276	7MUS_EMD-24020_C	7MUY_EMD-24026_C	1.000000	1.000000	269	269	269	269
1249	4586	7MUS_EMD-24020_C	9NH0_EMD-49398_E	1.000000	1.000000	269	269	269	269
1250	1254	7MUS_EMD-24020_B	7MUV_EMD-24023_H	1.000000	1.000000	163	163	163	163
1250	1262	7MUS_EMD-24020_B	7MUW_EMD-24024_I	1.000000	1.000000	163	163	163	163
1250	1277	7MUS_EMD-24020_B	7MUY_EMD-24026_B	1.000000	1.000000	163	163	163	163
1256	1265	7MUV_EMD-24023_D	7MUW_EMD-24024_D	1.000000	1.000000	249	249	249	249
1256	1273	7MUV_EMD-24023_D	7MUY_EMD-24026_G	1.000000	1.000000	249	249	249	249
1257	1266	7MUV_EMD-24023_C	7MUW_EMD-24024_C	1.000000	1.000000	189	189	189	189
1257	1274	7MUV_EMD-24023_C	7MUY_EMD-24026_F	1.000000	1.000000	189	189	189	189
1258	1267	7MUV_EMD-24023_B	7MUW_EMD-24024_B	1.000000	1.000000	361	361	361	361
1258	1275	7MUV_EMD-24023_B	7MUY_EMD-24026_E	1.000000	1.000000	361	361	361	361
1258	4585	7MUV_EMD-24023_B	9NH0_EMD-49398_F	1.000000	1.000000	361	361	361	361
1259	1264	7MUV_EMD-24023_BB	7MUW_EMD-24024_E	1.000000	1.000000	320	320	320	320
1259	1272	7MUV_EMD-24023_BB	7MUY_EMD-24026_H	1.000000	1.000000	320	320	320	320
1265	1273	7MUW_EMD-24024_D	7MUY_EMD-24026_G	1.000000	1.000000	249	249	249	249
1266	1274	7MUW_EMD-24024_C	7MUY_EMD-24026_F	1.000000	1.000000	189	189	189	189
1267	1275	7MUW_EMD-24024_B	7MUY_EMD-24026_E	1.000000	1.000000	361	361	361	361
1267	4585	7MUW_EMD-24024_B	9NH0_EMD-49398_F	1.000000	1.000000	361	361	361	361
1268	1278	7MUW_EMD-24024_W	7MUY_EMD-24026_Q	1.000000	1.000000	303	303	303	303
1243	1252	7MUQ_EMD-24018_A	7MUS_EMD-24020_A	1.000000	1.000000	1048	1048	1048	1048
1243	1261	7MUQ_EMD-24018_A	7MUV_EMD-24023_A	1.000000	1.000000	1048	1048	1048	1048
1243	1270	7MUQ_EMD-24018_A	7MUW_EMD-24024_A	1.000000	1.000000	1048	1048	1048	1048
1243	1279	7MUQ_EMD-24018_A	7MUY_EMD-24026_A	1.000000	1.000000	1048	1048	1048	1048
1243	4584	7MUQ_EMD-24018_A	9NH0_EMD-49398_ED	1.000000	1.000000	1048	1048	1048	1048
1244	1255	7MUS_EMD-24020_I	7MUV_EMD-24023_E	1.000000	1.000000	124	124	124	124
1244	1263	7MUS_EMD-24020_I	7MUW_EMD-24024_F	1.000000	1.000000	124	124	124	124
1244	1271	7MUS_EMD-24020_I	7MUY_EMD-24026_I	1.000000	1.000000	124	124	124	124
1245	1259	7MUS_EMD-24020_H	7MUV_EMD-24023_BB	1.000000	1.000000	320	320	320	320
1245	1264	7MUS_EMD-24020_H	7MUW_EMD-24024_E	1.000000	1.000000	320	320	320	320
1245	1272	7MUS_EMD-24020_H	7MUY_EMD-24026_H	1.000000	1.000000	320	320	320	320
1246	1256	7MUS_EMD-24020_G	7MUV_EMD-24023_D	1.000000	1.000000	249	249	249	249
1246	1265	7MUS_EMD-24020_G	7MUW_EMD-24024_D	1.000000	1.000000	249	249	249	249
1246	1273	7MUS_EMD-24020_G	7MUY_EMD-24026_G	1.000000	1.000000	249	249	249	249
1251	1260	7MUS_EMD-24020_DB	7MUV_EMD-24023_U	1.000000	1.000000	303	303	303	303
1251	1268	7MUS_EMD-24020_DB	7MUW_EMD-24024_W	1.000000	1.000000	303	303	303	303
1251	1278	7MUS_EMD-24020_DB	7MUY_EMD-24026_Q	1.000000	1.000000	303	303	303	303
1252	1261	7MUS_EMD-24020_A	7MUV_EMD-24023_A	1.000000	1.000000	1048	1048	1048	1048
1252	1270	7MUS_EMD-24020_A	7MUW_EMD-24024_A	1.000000	1.000000	1048	1048	1048	1048
1252	1279	7MUS_EMD-24020_A	7MUY_EMD-24026_A	1.000000	1.000000	1048	1048	1048	1048
1252	4584	7MUS_EMD-24020_A	9NH0_EMD-49398_ED	1.000000	1.000000	1048	1048	1048	1048
1253	1269	7MUV_EMD-24023_I	7MUW_EMD-24024_J	1.000000	1.000000	269	269	269	269
1253	1276	7MUV_EMD-24023_I	7MUY_EMD-24026_C	1.000000	1.000000	269	269	269	269
1253	4586	7MUV_EMD-24023_I	9NH0_EMD-49398_E	1.000000	1.000000	269	269	269	269
1254	1262	7MUV_EMD-24023_H	7MUW_EMD-24024_I	1.000000	1.000000	163	163	163	163
1254	1277	7MUV_EMD-24023_H	7MUY_EMD-24026_B	1.000000	1.000000	163	163	163	163
1255	1263	7MUV_EMD-24023_E	7MUW_EMD-24024_F	1.000000	1.000000	124	124	124	124
1255	1271	7MUV_EMD-24023_E	7MUY_EMD-24026_I	1.000000	1.000000	124	124	124	124
1260	1268	7MUV_EMD-24023_U	7MUW_EMD-24024_W	1.000000	1.000000	303	303	303	303
1260	1278	7MUV_EMD-24023_U	7MUY_EMD-24026_Q	1.000000	1.000000	303	303	303	303
1261	1270	7MUV_EMD-24023_A	7MUW_EMD-24024_A	1.000000	1.000000	1048	1048	1048	1048
1261	1279	7MUV_EMD-24023_A	7MUY_EMD-24026_A	1.000000	1.000000	1048	1048	1048	1048
1261	4584	7MUV_EMD-24023_A	9NH0_EMD-49398_ED	1.000000	1.000000	1048	1048	1048	1048
1262	1277	7MUW_EMD-24024_I	7MUY_EMD-24026_B	1.000000	1.000000	163	163	163	163
1263	1271	7MUW_EMD-24024_F	7MUY_EMD-24026_I	1.000000	1.000000	124	124	124	124
1264	1272	7MUW_EMD-24024_E	7MUY_EMD-24026_H	1.000000	1.000000	320	320	320	320
1275	4585	7MUY_EMD-24026_E	9NH0_EMD-49398_F	1.000000	1.000000	361	361	361	361
1229	1230	7MP5_EMD-23929_A	7MP6_EMD-23930_A	1.000000	1.000000	2826	2826	2826	2826
1229	1409	7MP5_EMD-23929_A	7PGT_EMD-13395_A	1.000000	0.997169	2818	2826	2826	2839
1230	1409	7MP6_EMD-23930_A	7PGT_EMD-13395_A	1.000000	0.997169	2818	2826	2826	2839
1231	1234	7MT8_EMD-23977_B	7MT9_EMD-23978_B	1.000000	1.000000	348	348	348	348
1231	3053	7MT8_EMD-23977_B	8P13_EMD-17344_A	0.991379	1.000000	348	348	348	348
1231	3060	7MT8_EMD-23977_B	8P15_EMD-17345_A	0.991379	1.000000	348	348	348	348
1232	1233	7MT8_EMD-23977_A	7MT9_EMD-23978_A	0.994475	1.000000	543	543	543	543
1269	1276	7MUW_EMD-24024_J	7MUY_EMD-24026_C	1.000000	1.000000	269	269	269	269
1269	4586	7MUW_EMD-24024_J	9NH0_EMD-49398_E	1.000000	1.000000	269	269	269	269
1270	1279	7MUW_EMD-24024_A	7MUY_EMD-24026_A	1.000000	1.000000	1048	1048	1048	1048
1270	4584	7MUW_EMD-24024_A	9NH0_EMD-49398_ED	1.000000	1.000000	1048	1048	1048	1048
1201	4444	7MKQ_EMD-23903_E	9M7Z_EMD-63698_E	1.000000	1.000000	91	91	91	91
1202	4446	7MKQ_EMD-23903_D	9M7Z_EMD-63698_B	1.000000	1.000000	1363	1363	1363	1407
1203	4447	7MKQ_EMD-23903_C	9M7Z_EMD-63698_A	1.000000	1.000000	1340	1340	1340	1342
1298	3809	7N9Y_EMD-24264_B	9CM5_EMD-45739_B	0.992439	0.998584	2116	2119	2365	2119
1300	1307	7NBX_EMD-12262_E	7NCS_EMD-12271_E	1.000000	1.000000	123	123	123	123
1300	1314	7NBX_EMD-12262_E	7ND0_EMD-12272_E	1.000000	1.000000	123	123	123	123
1300	1675	7NBX_EMD-12262_E	7RI6_EMD-24475_E	1.000000	1.000000	123	123	123	123
1300	1680	7NBX_EMD-12262_E	7RI7_EMD-24476_E	1.000000	1.000000	123	123	123	123
1300	1685	7NBX_EMD-12262_E	7RI8_EMD-24477_E	1.000000	1.000000	123	123	123	123
1300	1690	7NBX_EMD-12262_E	7RI9_EMD-24478_E	1.000000	1.000000	123	123	123	123
1300	1696	7NBX_EMD-12262_E	7RJ5_EMD-24481_F	1.000000	1.000000	123	123	123	123
1300	3106	7NBX_EMD-12262_E	8QPU_EMD-18562_D	1.000000	1.000000	104	104	123	104
1300	3112	7NBX_EMD-12262_E	8QPW_EMD-18564_E	1.000000	1.000000	104	104	123	104
1301	1308	7NBX_EMD-12262_D	7NCS_EMD-12271_D	1.000000	1.000000	245	245	245	245
1301	1315	7NBX_EMD-12262_D	7ND0_EMD-12272_D	1.000000	1.000000	245	245	245	245
1301	1676	7NBX_EMD-12262_D	7RI6_EMD-24475_D	1.000000	1.000000	245	245	245	245
1301	1681	7NBX_EMD-12262_D	7RI7_EMD-24476_D	1.000000	1.000000	245	245	245	245
1301	1686	7NBX_EMD-12262_D	7RI8_EMD-24477_D	1.000000	1.000000	245	245	245	245
1301	1691	7NBX_EMD-12262_D	7RI9_EMD-24478_D	1.000000	1.000000	245	245	245	245
1301	1697	7NBX_EMD-12262_D	7RJ5_EMD-24481_E	1.000000	1.000000	245	245	245	245
1301	2191	7NBX_EMD-12262_D	7TSZ_EMD-26105_C	1.000000	1.000000	226	226	245	226
1301	2195	7NBX_EMD-12262_D	7TT7_EMD-26113_D	1.000000	1.000000	226	226	245	226
1301	3105	7NBX_EMD-12262_D	8QPU_EMD-18562_C	1.000000	1.000000	226	226	245	226
1301	3113	7NBX_EMD-12262_D	8QPW_EMD-18564_D	1.000000	1.000000	226	226	245	226
1302	1309	7NBX_EMD-12262_C	7NCS_EMD-12271_C	1.000000	1.000000	344	344	344	344
1302	1316	7NBX_EMD-12262_C	7ND0_EMD-12272_C	1.000000	1.000000	344	344	344	344
1302	1677	7NBX_EMD-12262_C	7RI6_EMD-24475_C	1.000000	1.000000	344	344	344	344
1302	1682	7NBX_EMD-12262_C	7RI7_EMD-24476_C	1.000000	1.000000	344	344	344	344
1302	1687	7NBX_EMD-12262_C	7RI8_EMD-24477_C	1.000000	1.000000	344	344	344	344
1302	1692	7NBX_EMD-12262_C	7RI9_EMD-24478_C	1.000000	1.000000	344	344	344	344
1302	1698	7NBX_EMD-12262_C	7RJ5_EMD-24481_D	1.000000	1.000000	344	344	344	344
1302	2190	7NBX_EMD-12262_C	7TSZ_EMD-26105_D	1.000000	1.000000	320	320	344	320
1302	2197	7NBX_EMD-12262_C	7TT7_EMD-26113_B	1.000000	1.000000	320	320	344	320
1302	3107	7NBX_EMD-12262_C	8QPU_EMD-18562_F	0.993750	1.000000	320	320	344	320
1302	3114	7NBX_EMD-12262_C	8QPW_EMD-18564_C	1.000000	1.000000	320	320	344	320
1303	1310	7NBX_EMD-12262_B	7NCS_EMD-12271_B	1.000000	1.000000	392	392	392	392
1303	1317	7NBX_EMD-12262_B	7ND0_EMD-12272_B	1.000000	1.000000	392	392	392	392
1303	1678	7NBX_EMD-12262_B	7RI6_EMD-24475_B	1.000000	1.000000	392	392	392	392
1303	1683	7NBX_EMD-12262_B	7RI7_EMD-24476_B	1.000000	1.000000	392	392	392	392
1303	1688	7NBX_EMD-12262_B	7RI8_EMD-24477_B	1.000000	1.000000	392	392	392	392
1303	1693	7NBX_EMD-12262_B	7RI9_EMD-24478_B	1.000000	1.000000	392	392	392	392
1303	1699	7NBX_EMD-12262_B	7RJ5_EMD-24481_C	1.000000	1.000000	373	373	392	373
1303	2192	7NBX_EMD-12262_B	7TSZ_EMD-26105_B	1.000000	1.000000	373	373	392	373
1303	3104	7NBX_EMD-12262_B	8QPU_EMD-18562_B	1.000000	1.000000	373	373	392	373
1303	3115	7NBX_EMD-12262_B	8QPW_EMD-18564_B	1.000000	1.000000	373	373	392	373
1314	1675	7ND0_EMD-12272_E	7RI6_EMD-24475_E	1.000000	1.000000	123	123	123	123
1314	1680	7ND0_EMD-12272_E	7RI7_EMD-24476_E	1.000000	1.000000	123	123	123	123
1314	1685	7ND0_EMD-12272_E	7RI8_EMD-24477_E	1.000000	1.000000	123	123	123	123
1314	1690	7ND0_EMD-12272_E	7RI9_EMD-24478_E	1.000000	1.000000	123	123	123	123
1314	1696	7ND0_EMD-12272_E	7RJ5_EMD-24481_F	1.000000	1.000000	123	123	123	123
1314	3106	7ND0_EMD-12272_E	8QPU_EMD-18562_D	1.000000	1.000000	104	104	123	104
1314	3112	7ND0_EMD-12272_E	8QPW_EMD-18564_E	1.000000	1.000000	104	104	123	104
1315	1676	7ND0_EMD-12272_D	7RI6_EMD-24475_D	1.000000	1.000000	245	245	245	245
1315	1681	7ND0_EMD-12272_D	7RI7_EMD-24476_D	1.000000	1.000000	245	245	245	245
1315	1686	7ND0_EMD-12272_D	7RI8_EMD-24477_D	1.000000	1.000000	245	245	245	245
1315	1691	7ND0_EMD-12272_D	7RI9_EMD-24478_D	1.000000	1.000000	245	245	245	245
1315	1697	7ND0_EMD-12272_D	7RJ5_EMD-24481_E	1.000000	1.000000	245	245	245	245
1315	2191	7ND0_EMD-12272_D	7TSZ_EMD-26105_C	1.000000	1.000000	226	226	245	226
1315	2195	7ND0_EMD-12272_D	7TT7_EMD-26113_D	1.000000	1.000000	226	226	245	226
1315	3105	7ND0_EMD-12272_D	8QPU_EMD-18562_C	1.000000	1.000000	226	226	245	226
1315	3113	7ND0_EMD-12272_D	8QPW_EMD-18564_D	1.000000	1.000000	226	226	245	226
1316	1677	7ND0_EMD-12272_C	7RI6_EMD-24475_C	1.000000	1.000000	344	344	344	344
1316	1682	7ND0_EMD-12272_C	7RI7_EMD-24476_C	1.000000	1.000000	344	344	344	344
1304	1311	7NBX_EMD-12262_A	7NCS_EMD-12271_A	1.000000	1.000000	810	810	810	810
1304	1318	7NBX_EMD-12262_A	7ND0_EMD-12272_A	0.995062	1.000000	810	810	810	810
1304	1679	7NBX_EMD-12262_A	7RI6_EMD-24475_A	0.995062	1.000000	810	810	810	810
1304	1684	7NBX_EMD-12262_A	7RI7_EMD-24476_A	0.995062	1.000000	810	810	810	810
1304	1689	7NBX_EMD-12262_A	7RI8_EMD-24477_A	0.995062	1.000000	810	810	810	810
1304	1694	7NBX_EMD-12262_A	7RI9_EMD-24478_A	0.995062	1.000000	810	810	810	810
1304	1700	7NBX_EMD-12262_A	7RJ5_EMD-24481_B	0.995062	1.000000	810	810	810	810
1304	2193	7NBX_EMD-12262_A	7TSZ_EMD-26105_A	0.981250	1.000000	800	800	810	800
1304	2198	7NBX_EMD-12262_A	7TT7_EMD-26113_A	0.981250	1.000000	800	800	810	800
1304	3103	7NBX_EMD-12262_A	8QPU_EMD-18562_A	0.993671	1.000000	790	790	810	790
1304	3116	7NBX_EMD-12262_A	8QPW_EMD-18564_A	0.993671	1.000000	790	790	810	790
1305	1312	7NCS_EMD-12271_G	7ND0_EMD-12272_G	1.000000	1.000000	215	215	215	215
1306	1313	7NCS_EMD-12271_F	7ND0_EMD-12272_F	1.000000	1.000000	228	228	228	228
1307	1314	7NCS_EMD-12271_E	7ND0_EMD-12272_E	1.000000	1.000000	123	123	123	123
1307	1675	7NCS_EMD-12271_E	7RI6_EMD-24475_E	1.000000	1.000000	123	123	123	123
1307	1680	7NCS_EMD-12271_E	7RI7_EMD-24476_E	1.000000	1.000000	123	123	123	123
1307	1685	7NCS_EMD-12271_E	7RI8_EMD-24477_E	1.000000	1.000000	123	123	123	123
1307	1690	7NCS_EMD-12271_E	7RI9_EMD-24478_E	1.000000	1.000000	123	123	123	123
1307	1696	7NCS_EMD-12271_E	7RJ5_EMD-24481_F	1.000000	1.000000	123	123	123	123
1307	3106	7NCS_EMD-12271_E	8QPU_EMD-18562_D	1.000000	1.000000	104	104	123	104
1307	3112	7NCS_EMD-12271_E	8QPW_EMD-18564_E	1.000000	1.000000	104	104	123	104
1308	1315	7NCS_EMD-12271_D	7ND0_EMD-12272_D	1.000000	1.000000	245	245	245	245
1276	4586	7MUY_EMD-24026_C	9NH0_EMD-49398_E	1.000000	1.000000	269	269	269	269
1279	4584	7MUY_EMD-24026_A	9NH0_EMD-49398_ED	1.000000	1.000000	1048	1048	1048	1048
1280	2185	7N32_EMD-22677_B	7TNS_EMD-26019_Z	0.959368	1.000000	443	443	443	449
1280	2270	7N32_EMD-22677_B	7UN1_EMD-26611_B	0.902935	1.000000	443	443	443	445
1280	2863	7N32_EMD-22677_B	8I7O_EMD-35229_D	0.906323	1.000000	427	427	443	427
1280	2896	7N32_EMD-22677_B	8I7R_EMD-35230_F	0.906323	1.000000	427	427	443	427
1280	3303	7N32_EMD-22677_B	8TO0_EMD-41431_E	0.902935	1.000000	443	443	443	445
1280	4211	7N32_EMD-22677_B	9FQR_EMD-50664_AB	0.902935	1.000000	443	443	443	445
1280	4389	7N32_EMD-22677_B	9IJJ_EMD-60633_AD	0.902935	1.000000	443	443	443	445
1328	1329	7NO3_EMD-12488_A	7NO4_EMD-12489_A	1.000000	1.000000	229	229	229	229
1328	1330	7NO3_EMD-12488_A	7NO5_EMD-12490_A	1.000000	1.000000	229	229	229	229
1328	1331	7NO3_EMD-12488_A	7NO6_EMD-12491_A	1.000000	1.000000	229	229	229	229
1328	1332	7NO3_EMD-12488_A	7NO7_EMD-12492_A	1.000000	1.000000	229	229	229	229
1328	1333	7NO3_EMD-12488_A	7NO8_EMD-12493_A	1.000000	1.000000	229	229	229	229
1328	1334	7NO3_EMD-12488_A	7NO9_EMD-12494_A	1.000000	1.000000	229	229	229	229
1328	1335	7NO3_EMD-12488_A	7NOA_EMD-12495_A	1.000000	1.000000	229	229	229	229
1328	1336	7NO3_EMD-12488_A	7NOB_EMD-12496_A	1.000000	1.000000	229	229	229	229
1328	1337	7NO3_EMD-12488_A	7NOC_EMD-12497_A	1.000000	1.000000	229	229	229	229
1328	1338	7NO3_EMD-12488_A	7NOD_EMD-12498_A	1.000000	1.000000	229	229	229	229
1328	1339	7NO3_EMD-12488_A	7NOE_EMD-12499_A	1.000000	1.000000	229	229	229	229
1328	1340	7NO3_EMD-12488_A	7NOF_EMD-12500_A	1.000000	1.000000	229	229	229	229
1328	1341	7NO3_EMD-12488_A	7NOG_EMD-12501_A	1.000000	1.000000	229	229	229	229
1328	1342	7NO3_EMD-12488_A	7NOH_EMD-12502_A	1.000000	1.000000	229	229	229	229
1328	1343	7NO3_EMD-12488_A	7NOI_EMD-12503_A	1.000000	1.000000	229	229	229	229
1328	1344	7NO3_EMD-12488_A	7NOJ_EMD-12504_A	1.000000	1.000000	229	229	229	229
1328	1345	7NO3_EMD-12488_A	7NOM_EMD-12507_A	1.000000	1.000000	229	229	229	229
1328	1346	7NO3_EMD-12488_A	7NON_EMD-12508_A	1.000000	1.000000	229	229	229	229
1328	1347	7NO3_EMD-12488_A	7NOO_EMD-12509_A	1.000000	1.000000	229	229	229	229
1328	1348	7NO3_EMD-12488_A	7NOP_EMD-12510_A	1.000000	1.000000	229	229	229	229
1328	1349	7NO3_EMD-12488_A	7NOQ_EMD-12511_A	1.000000	1.000000	229	229	229	229
1329	1330	7NO4_EMD-12489_A	7NO5_EMD-12490_A	1.000000	1.000000	229	229	229	229
1329	1331	7NO4_EMD-12489_A	7NO6_EMD-12491_A	1.000000	1.000000	229	229	229	229
1329	1332	7NO4_EMD-12489_A	7NO7_EMD-12492_A	1.000000	1.000000	229	229	229	229
