seq_index	fasta_id	rep_index	rep_fasta_id
644	7BUA_EMD-30193_C	644	7BUA_EMD-30193_C
645	7BUA_EMD-30193_A	37	6LNT_EMD-0932_A
646		646	
647	7BUE_EMD-30196_B	642	7BUA_EMD-30193_H
648	7BUE_EMD-30196_A	643	7BUA_EMD-30193_G
649	7BUF_EMD-30197_D	649	7BUF_EMD-30197_D
650	7BUF_EMD-30197_C	650	7BUF_EMD-30197_C
651	7BUF_EMD-30197_B	642	7BUA_EMD-30193_H
652	7BUF_EMD-30197_A	643	7BUA_EMD-30193_G
653		653	
654	7BWA_EMD-30231_A	654	7BWA_EMD-30231_A
655		655	
656	7CA3_EMD-30323_B	656	7CA3_EMD-30323_B
657	7CA3_EMD-30323_A	657	7CA3_EMD-30323_A
658	7CA5_EMD-30324_B	656	7CA3_EMD-30323_B
659	7CA5_EMD-30324_A	657	7CA3_EMD-30323_A
660		660	
661		661	
662	7CF9_EMD-30343_B	65	6PV6_EMD-20486_E
663		663	
664	7CTF_EMD-30463_E	664	7CTF_EMD-30463_E
665	7CTF_EMD-30463_D	665	7CTF_EMD-30463_D
666	7CTF_EMD-30463_C	666	7CTF_EMD-30463_C
667	7CTF_EMD-30463_B	667	7CTF_EMD-30463_B
668	7CTF_EMD-30463_A	668	7CTF_EMD-30463_A
669	7CTG_EMD-30464_E	664	7CTF_EMD-30463_E
670	7CTG_EMD-30464_D	665	7CTF_EMD-30463_D
671	7CTG_EMD-30464_C	666	7CTF_EMD-30463_C
672	7CTG_EMD-30464_B	667	7CTF_EMD-30463_B
673	7CTG_EMD-30464_A	668	7CTF_EMD-30463_A
674	7CVY_EMD-30476_E	262	6W09_EMD-21496_E
675	7CVY_EMD-30476_D	263	6W09_EMD-21496_A
676	7CVY_EMD-30476_C	676	7CVY_EMD-30476_C
677	7CVY_EMD-30476_B	677	7CVY_EMD-30476_B
678		678	
679	7CVZ_EMD-30477_E	679	7CVZ_EMD-30477_E
680	7CVZ_EMD-30477_D	680	7CVZ_EMD-30477_D
681	7CVZ_EMD-30477_C	676	7CVY_EMD-30476_C
682	7CVZ_EMD-30477_B	262	6W09_EMD-21496_E
683	7CVZ_EMD-30477_A	263	6W09_EMD-21496_A
684	7CW0_EMD-30478_E	679	7CVZ_EMD-30477_E
685	7CW0_EMD-30478_D	680	7CVZ_EMD-30477_D
686	7CW0_EMD-30478_C	676	7CVY_EMD-30476_C
687	7CW0_EMD-30478_B	262	6W09_EMD-21496_E
688	7CW0_EMD-30478_A	263	6W09_EMD-21496_A
689	7CW2_EMD-30479_K	679	7CVZ_EMD-30477_E
690	7CW2_EMD-30479_J	680	7CVZ_EMD-30477_D
691	7CW2_EMD-30479_G	676	7CVY_EMD-30476_C
692	7CW2_EMD-30479_B	262	6W09_EMD-21496_E
693	7CW2_EMD-30479_A	263	6W09_EMD-21496_A
694		694	
695	7DCX_EMD-30641_E	677	7CVY_EMD-30476_B
696	7DCX_EMD-30641_C	494	6ZGH_EMD-11206_A
697	7DCX_EMD-30641_A	697	7DCX_EMD-30641_A
698	7DD2_EMD-30642_D	677	7CVY_EMD-30476_B
699	7DD2_EMD-30642_C	697	7DCX_EMD-30641_A
700	7DD2_EMD-30642_A	494	6ZGH_EMD-11206_A
701	7DD8_EMD-30649_C	494	6ZGH_EMD-11206_A
702	7DD8_EMD-30649_B	677	7CVY_EMD-30476_B
703	7DD8_EMD-30649_A	697	7DCX_EMD-30641_A
704	7DDN_EMD-30654_A	494	6ZGH_EMD-11206_A
705	7DGQ_EMD-30673_I	705	7DGQ_EMD-30673_I
706	7DGQ_EMD-30673_H	706	7DGQ_EMD-30673_H
707	7DGQ_EMD-30673_G	707	7DGQ_EMD-30673_G
708	7DGQ_EMD-30673_BC	708	7DGQ_EMD-30673_BC
709	7DGQ_EMD-30673_AC	709	7DGQ_EMD-30673_AC
710	7DGQ_EMD-30673_OB	710	7DGQ_EMD-30673_OB
711	7DGQ_EMD-30673_NB	711	7DGQ_EMD-30673_NB
712	7DGQ_EMD-30673_MB	712	7DGQ_EMD-30673_MB
713	7DGQ_EMD-30673_LB	713	7DGQ_EMD-30673_LB
714	7DGQ_EMD-30673_KB	714	7DGQ_EMD-30673_KB
715	7DGQ_EMD-30673_JB	715	7DGQ_EMD-30673_JB
716	7DGQ_EMD-30673_IB	716	7DGQ_EMD-30673_IB
717	7DGQ_EMD-30673_F	717	7DGQ_EMD-30673_F
718	7DGQ_EMD-30673_HB	718	7DGQ_EMD-30673_HB
719	7DGQ_EMD-30673_GB	719	7DGQ_EMD-30673_GB
720	7DGQ_EMD-30673_EB	720	7DGQ_EMD-30673_EB
721	7DGQ_EMD-30673_DB	721	7DGQ_EMD-30673_DB
722	7DGQ_EMD-30673_CB	722	7DGQ_EMD-30673_CB
723	7DGQ_EMD-30673_BB	723	7DGQ_EMD-30673_BB
724	7DGQ_EMD-30673_AB	724	7DGQ_EMD-30673_AB
725	7DGQ_EMD-30673_ZA	725	7DGQ_EMD-30673_ZA
726	7DGQ_EMD-30673_YA	726	7DGQ_EMD-30673_YA
727	7DGQ_EMD-30673_XA	727	7DGQ_EMD-30673_XA
728	7DGQ_EMD-30673_E	728	7DGQ_EMD-30673_E
729	7DGQ_EMD-30673_WA	729	7DGQ_EMD-30673_WA
730	7DGQ_EMD-30673_VA	730	7DGQ_EMD-30673_VA
731	7DGQ_EMD-30673_UA	731	7DGQ_EMD-30673_UA
732	7DGQ_EMD-30673_TA	732	7DGQ_EMD-30673_TA
733	7DGQ_EMD-30673_SA	733	7DGQ_EMD-30673_SA
734	7DGQ_EMD-30673_FB	734	7DGQ_EMD-30673_FB
735	7DGQ_EMD-30673_QA	735	7DGQ_EMD-30673_QA
736	7DGQ_EMD-30673_PA	736	7DGQ_EMD-30673_PA
737	7DGQ_EMD-30673_OA	737	7DGQ_EMD-30673_OA
738	7DGQ_EMD-30673_NA	738	7DGQ_EMD-30673_NA
739	7DGQ_EMD-30673_D	739	7DGQ_EMD-30673_D
740	7DGQ_EMD-30673_MA	740	7DGQ_EMD-30673_MA
741	7DGQ_EMD-30673_LA	741	7DGQ_EMD-30673_LA
742	7DGQ_EMD-30673_KA	742	7DGQ_EMD-30673_KA
743	7DGQ_EMD-30673_JA	743	7DGQ_EMD-30673_JA
744	7DGQ_EMD-30673_IA	744	7DGQ_EMD-30673_IA
745	7DGQ_EMD-30673_HA	745	7DGQ_EMD-30673_HA
746	7DGQ_EMD-30673_GA	746	7DGQ_EMD-30673_GA
747	7DGQ_EMD-30673_FA	747	7DGQ_EMD-30673_FA
748	7DGQ_EMD-30673_EA	748	7DGQ_EMD-30673_EA
749	7DGQ_EMD-30673_DA	749	7DGQ_EMD-30673_DA
750	7DGQ_EMD-30673_C	750	7DGQ_EMD-30673_C
751	7DGQ_EMD-30673_CA	751	7DGQ_EMD-30673_CA
752	7DGQ_EMD-30673_BA	752	7DGQ_EMD-30673_BA
753	7DGQ_EMD-30673_AA	753	7DGQ_EMD-30673_AA
754	7DGQ_EMD-30673_Z	754	7DGQ_EMD-30673_Z
755	7DGQ_EMD-30673_Y	755	7DGQ_EMD-30673_Y
756	7DGQ_EMD-30673_X	756	7DGQ_EMD-30673_X
757	7DGQ_EMD-30673_W	757	7DGQ_EMD-30673_W
758	7DGQ_EMD-30673_V	758	7DGQ_EMD-30673_V
759	7DGQ_EMD-30673_U	759	7DGQ_EMD-30673_U
760	7DGQ_EMD-30673_T	760	7DGQ_EMD-30673_T
761	7DGQ_EMD-30673_B	761	7DGQ_EMD-30673_B
762	7DGQ_EMD-30673_S	762	7DGQ_EMD-30673_S
763	7DGQ_EMD-30673_R	763	7DGQ_EMD-30673_R
764	7DGQ_EMD-30673_Q	764	7DGQ_EMD-30673_Q
765	7DGQ_EMD-30673_P	765	7DGQ_EMD-30673_P
766	7DGQ_EMD-30673_O	766	7DGQ_EMD-30673_O
767	7DGQ_EMD-30673_N	767	7DGQ_EMD-30673_N
768	7DGQ_EMD-30673_M	768	7DGQ_EMD-30673_M
769	7DGQ_EMD-30673_L	769	7DGQ_EMD-30673_L
770	7DGQ_EMD-30673_K	770	7DGQ_EMD-30673_K
771	7DGQ_EMD-30673_J	771	7DGQ_EMD-30673_J
772	7DGQ_EMD-30673_A	772	7DGQ_EMD-30673_A
773	7DGR_EMD-30674_I	705	7DGQ_EMD-30673_I
774	7DGR_EMD-30674_H	761	7DGQ_EMD-30673_B
775	7DGR_EMD-30674_G	772	7DGQ_EMD-30673_A
776	7DGR_EMD-30674_BC	758	7DGQ_EMD-30673_V
777	7DGR_EMD-30674_AC	759	7DGQ_EMD-30673_U
778	7DGR_EMD-30674_ZB	760	7DGQ_EMD-30673_T
779	7DGR_EMD-30674_YB	762	7DGQ_EMD-30673_S
780	7DGR_EMD-30674_XB	763	7DGQ_EMD-30673_R
781	7DGR_EMD-30674_WB	764	7DGQ_EMD-30673_Q
782	7DGR_EMD-30674_VB	765	7DGQ_EMD-30673_P
783	7DGR_EMD-30674_UB	766	7DGQ_EMD-30673_O
784	7DGR_EMD-30674_TB	767	7DGQ_EMD-30673_N
785	7DGR_EMD-30674_F	717	7DGQ_EMD-30673_F
786	7DGR_EMD-30674_SB	768	7DGQ_EMD-30673_M
787	7DGR_EMD-30674_RB	769	7DGQ_EMD-30673_L
788	7DGR_EMD-30674_QB	770	7DGQ_EMD-30673_K
789	7DGR_EMD-30674_PB	771	7DGQ_EMD-30673_J
790	7DGR_EMD-30674_DB	708	7DGQ_EMD-30673_BC
791	7DGR_EMD-30674_CB	709	7DGQ_EMD-30673_AC
792	7DGR_EMD-30674_BB	710	7DGQ_EMD-30673_OB
793	7DGR_EMD-30674_AB	711	7DGQ_EMD-30673_NB
794	7DGR_EMD-30674_KB	712	7DGQ_EMD-30673_MB
795	7DGR_EMD-30674_JB	713	7DGQ_EMD-30673_LB
796	7DGR_EMD-30674_E	707	7DGQ_EMD-30673_G
797	7DGR_EMD-30674_IB	714	7DGQ_EMD-30673_KB
798		798	
799	7DGR_EMD-30674_GB	716	7DGQ_EMD-30673_IB
800	7DGR_EMD-30674_FB	718	7DGQ_EMD-30673_HB
801	7DGR_EMD-30674_EB	719	7DGQ_EMD-30673_GB
802	7DGR_EMD-30674_RA	720	7DGQ_EMD-30673_EB
803	7DGR_EMD-30674_QA	721	7DGQ_EMD-30673_DB
804	7DGR_EMD-30674_PA	722	7DGQ_EMD-30673_CB
805	7DGR_EMD-30674_OA	723	7DGQ_EMD-30673_BB
806	7DGR_EMD-30674_NA	724	7DGQ_EMD-30673_AB
807	7DGR_EMD-30674_D	739	7DGQ_EMD-30673_D
808	7DGR_EMD-30674_MA	725	7DGQ_EMD-30673_ZA
809	7DGR_EMD-30674_LA	726	7DGQ_EMD-30673_YA
810	7DGR_EMD-30674_KA	727	7DGQ_EMD-30673_XA
811	7DGR_EMD-30674_JA	729	7DGQ_EMD-30673_WA
812	7DGR_EMD-30674_IA	730	7DGQ_EMD-30673_VA
813	7DGR_EMD-30674_HA	731	7DGQ_EMD-30673_UA
814	7DGR_EMD-30674_GA	732	7DGQ_EMD-30673_TA
815	7DGR_EMD-30674_FA	733	7DGQ_EMD-30673_SA
816	7DGR_EMD-30674_EA	734	7DGQ_EMD-30673_FB
817	7DGR_EMD-30674_DA	735	7DGQ_EMD-30673_QA
818	7DGR_EMD-30674_C	706	7DGQ_EMD-30673_H
819	7DGR_EMD-30674_CA	736	7DGQ_EMD-30673_PA
820	7DGR_EMD-30674_BA	737	7DGQ_EMD-30673_OA
821	7DGR_EMD-30674_AA	738	7DGQ_EMD-30673_NA
822	7DGR_EMD-30674_Z	740	7DGQ_EMD-30673_MA
823	7DGR_EMD-30674_Y	741	7DGQ_EMD-30673_LA
824	7DGR_EMD-30674_X	742	7DGQ_EMD-30673_KA
825	7DGR_EMD-30674_W	743	7DGQ_EMD-30673_JA
826	7DGR_EMD-30674_V	744	7DGQ_EMD-30673_IA
827	7DGR_EMD-30674_U	745	7DGQ_EMD-30673_HA
828	7DGR_EMD-30674_T	746	7DGQ_EMD-30673_GA
829	7DGR_EMD-30674_B	728	7DGQ_EMD-30673_E
830	7DGR_EMD-30674_S	747	7DGQ_EMD-30673_FA
831	7DGR_EMD-30674_R	748	7DGQ_EMD-30673_EA
832	7DGR_EMD-30674_Q	749	7DGQ_EMD-30673_DA
833	7DGR_EMD-30674_P	751	7DGQ_EMD-30673_CA
834	7DGR_EMD-30674_O	752	7DGQ_EMD-30673_BA
835	7DGR_EMD-30674_N	753	7DGQ_EMD-30673_AA
836	7DGR_EMD-30674_M	754	7DGQ_EMD-30673_Z
837	7DGR_EMD-30674_L	755	7DGQ_EMD-30673_Y
838	7DGR_EMD-30674_K	756	7DGQ_EMD-30673_X
839	7DGR_EMD-30674_J	757	7DGQ_EMD-30673_W
840	7DGR_EMD-30674_A	750	7DGQ_EMD-30673_C
841	7DGS_EMD-30675_I	772	7DGQ_EMD-30673_A
842	7DGS_EMD-30675_H	761	7DGQ_EMD-30673_B
843	7DGS_EMD-30675_G	705	7DGQ_EMD-30673_I
844	7DGS_EMD-30675_BC	758	7DGQ_EMD-30673_V
845	7DGS_EMD-30675_AC	759	7DGQ_EMD-30673_U
846	7DGS_EMD-30675_ZB	760	7DGQ_EMD-30673_T
847	7DGS_EMD-30675_YB	762	7DGQ_EMD-30673_S
848	7DGS_EMD-30675_XB	763	7DGQ_EMD-30673_R
849	7DGS_EMD-30675_WB	764	7DGQ_EMD-30673_Q
850	7DGS_EMD-30675_VB	765	7DGQ_EMD-30673_P
851	7DGS_EMD-30675_UB	766	7DGQ_EMD-30673_O
852	7DGS_EMD-30675_TB	767	7DGQ_EMD-30673_N
853	7DGS_EMD-30675_F	717	7DGQ_EMD-30673_F
854	7DGS_EMD-30675_SB	768	7DGQ_EMD-30673_M
855	7DGS_EMD-30675_RB	769	7DGQ_EMD-30673_L
856	7DGS_EMD-30675_QB	770	7DGQ_EMD-30673_K
857	7DGS_EMD-30675_PB	771	7DGQ_EMD-30673_J
858	7DGS_EMD-30675_DB	708	7DGQ_EMD-30673_BC
859	7DGS_EMD-30675_CB	709	7DGQ_EMD-30673_AC
860	7DGS_EMD-30675_BB	710	7DGQ_EMD-30673_OB
861	7DGS_EMD-30675_AB	711	7DGQ_EMD-30673_NB
862	7DGS_EMD-30675_KB	712	7DGQ_EMD-30673_MB
863	7DGS_EMD-30675_JB	713	7DGQ_EMD-30673_LB
864	7DGS_EMD-30675_E	728	7DGQ_EMD-30673_E
865	7DGS_EMD-30675_IB	714	7DGQ_EMD-30673_KB
866	7DGS_EMD-30675_HB	715	7DGQ_EMD-30673_JB
867	7DGS_EMD-30675_GB	716	7DGQ_EMD-30673_IB
868	7DGS_EMD-30675_FB	718	7DGQ_EMD-30673_HB
869	7DGS_EMD-30675_EB	719	7DGQ_EMD-30673_GB
870	7DGS_EMD-30675_RA	720	7DGQ_EMD-30673_EB
871	7DGS_EMD-30675_QA	721	7DGQ_EMD-30673_DB
872	7DGS_EMD-30675_PA	722	7DGQ_EMD-30673_CB
873	7DGS_EMD-30675_OA	723	7DGQ_EMD-30673_BB
874	7DGS_EMD-30675_NA	724	7DGQ_EMD-30673_AB
875	7DGS_EMD-30675_D	706	7DGQ_EMD-30673_H
876	7DGS_EMD-30675_MA	725	7DGQ_EMD-30673_ZA
877	7DGS_EMD-30675_LA	726	7DGQ_EMD-30673_YA
878	7DGS_EMD-30675_KA	727	7DGQ_EMD-30673_XA
879	7DGS_EMD-30675_JA	729	7DGQ_EMD-30673_WA
880	7DGS_EMD-30675_IA	730	7DGQ_EMD-30673_VA
881	7DGS_EMD-30675_HA	731	7DGQ_EMD-30673_UA
882	7DGS_EMD-30675_GA	732	7DGQ_EMD-30673_TA
883	7DGS_EMD-30675_FA	733	7DGQ_EMD-30673_SA
884	7DGS_EMD-30675_EA	734	7DGQ_EMD-30673_FB
885	7DGS_EMD-30675_DA	735	7DGQ_EMD-30673_QA
886	7DGS_EMD-30675_C	707	7DGQ_EMD-30673_G
887	7DGS_EMD-30675_CA	736	7DGQ_EMD-30673_PA
888	7DGS_EMD-30675_BA	737	7DGQ_EMD-30673_OA
889	7DGS_EMD-30675_AA	738	7DGQ_EMD-30673_NA
890	7DGS_EMD-30675_Z	740	7DGQ_EMD-30673_MA
891	7DGS_EMD-30675_Y	741	7DGQ_EMD-30673_LA
892	7DGS_EMD-30675_X	742	7DGQ_EMD-30673_KA
893	7DGS_EMD-30675_W	743	7DGQ_EMD-30673_JA
894	7DGS_EMD-30675_V	744	7DGQ_EMD-30673_IA
895	7DGS_EMD-30675_U	745	7DGQ_EMD-30673_HA
896	7DGS_EMD-30675_T	746	7DGQ_EMD-30673_GA
897	7DGS_EMD-30675_B	739	7DGQ_EMD-30673_D
898	7DGS_EMD-30675_S	747	7DGQ_EMD-30673_FA
899	7DGS_EMD-30675_R	748	7DGQ_EMD-30673_EA
900	7DGS_EMD-30675_Q	749	7DGQ_EMD-30673_DA
901	7DGS_EMD-30675_P	751	7DGQ_EMD-30673_CA
902	7DGS_EMD-30675_O	752	7DGQ_EMD-30673_BA
903	7DGS_EMD-30675_N	753	7DGQ_EMD-30673_AA
904	7DGS_EMD-30675_M	754	7DGQ_EMD-30673_Z
905	7DGS_EMD-30675_L	755	7DGQ_EMD-30673_Y
906	7DGS_EMD-30675_K	756	7DGQ_EMD-30673_X
907	7DGS_EMD-30675_J	757	7DGQ_EMD-30673_W
908	7DGS_EMD-30675_A	750	7DGQ_EMD-30673_C
909	7DK3_EMD-30701_A	494	6ZGH_EMD-11206_A
910		910	
911		911	
912		912	
913	7E55_EMD-30990_A	306	6WJD_EMD-21691_Z
914		914	
915	7E6U_EMD-30997_A	915	7E6U_EMD-30997_A
916	7E81_EMD-31007_A	916	7E81_EMD-31007_A
917	7E8G_EMD-31018_A	917	7E8G_EMD-31018_A
918	7E8H_EMD-31019_E	918	7E8H_EMD-31019_E
919		919	
920	7E8H_EMD-31019_C	918	7E8H_EMD-31019_E
921	7E8H_EMD-31019_B	917	7E8G_EMD-31018_A
922	7E8H_EMD-31019_A	917	7E8G_EMD-31018_A
923	7E93_EMD-31027_A	923	7E93_EMD-31027_A
924	7E93_EMD-31027_B	924	7E93_EMD-31027_B
925	7E93_EMD-31027_C	925	7E93_EMD-31027_C
926	7E93_EMD-31027_E	926	7E93_EMD-31027_E
927	7E93_EMD-31027_G	927	7E93_EMD-31027_G
928	7E93_EMD-31027_H	928	7E93_EMD-31027_H
929	7E93_EMD-31027_I	929	7E93_EMD-31027_I
930	7E93_EMD-31027_J	930	7E93_EMD-31027_J
931	7E93_EMD-31027_K	931	7E93_EMD-31027_K
932	7E93_EMD-31027_D	932	7E93_EMD-31027_D
933	7E94_EMD-31028_J	930	7E93_EMD-31027_J
934	7E94_EMD-31028_I	929	7E93_EMD-31027_I
935	7E94_EMD-31028_H	928	7E93_EMD-31027_H
936	7E94_EMD-31028_G	927	7E93_EMD-31027_G
937	7E94_EMD-31028_E	926	7E93_EMD-31027_E
938	7E94_EMD-31028_D	932	7E93_EMD-31027_D
939	7E94_EMD-31028_C	925	7E93_EMD-31027_C
940	7E94_EMD-31028_B	924	7E93_EMD-31027_B
941	7E94_EMD-31028_K	931	7E93_EMD-31027_K
942	7E94_EMD-31028_A	923	7E93_EMD-31027_A
943	7ETM_EMD-31299_A	943	7ETM_EMD-31299_A
944		944	
945		945	
946		946	
947		947	
948		948	
949		949	
950		950	
951	7F46_EMD-31444_C	431	6Y92_EMD-10732_C
952	7F46_EMD-31444_A	494	6ZGH_EMD-11206_A
953		953	
954		954	
955		955	
956		956	
957		957	
958		958	
959		959	
960		960	
961		961	
962		962	
963		963	
964		964	
965		965	
966		966	
967		967	
968		968	
969		969	
970		970	
971		971	
972		972	
973		973	
974		974	
975		975	
976		976	
977		977	
978		978	
979		979	
980		980	
981		981	
982		982	
983		983	
984		984	
985		985	
986		986	
987		987	
988		988	
989		989	
990		990	
991		991	
992		992	
993		993	
994	7FDB_EMD-31539_Q	994	7FDB_EMD-31539_Q
995	7FDB_EMD-31539_P	995	7FDB_EMD-31539_P
996	7FDB_EMD-31539_O	996	7FDB_EMD-31539_O
997	7FDB_EMD-31539_N	997	7FDB_EMD-31539_N
998	7FDB_EMD-31539_M	998	7FDB_EMD-31539_M
999	7FDB_EMD-31539_H	999	7FDB_EMD-31539_H
1000	7FDB_EMD-31539_G	1000	7FDB_EMD-31539_G
1001	7FDB_EMD-31539_B	1001	7FDB_EMD-31539_B
1002	7FDB_EMD-31539_EA	1002	7FDB_EMD-31539_EA
1003	7FDB_EMD-31539_DA	1003	7FDB_EMD-31539_DA
1004	7FDB_EMD-31539_CA	1004	7FDB_EMD-31539_CA
1005	7FDB_EMD-31539_U	1005	7FDB_EMD-31539_U
1006	7FDB_EMD-31539_T	1006	7FDB_EMD-31539_T
1007	7FDB_EMD-31539_S	1007	7FDB_EMD-31539_S
1008	7FDB_EMD-31539_R	1008	7FDB_EMD-31539_R
1009	7FDB_EMD-31539_A	1009	7FDB_EMD-31539_A
1010	7FDC_EMD-31540_Q	994	7FDB_EMD-31539_Q
1011	7FDC_EMD-31540_P	995	7FDB_EMD-31539_P
1012	7FDC_EMD-31540_O	996	7FDB_EMD-31539_O
1013	7FDC_EMD-31540_N	997	7FDB_EMD-31539_N
1014	7FDC_EMD-31540_M	998	7FDB_EMD-31539_M
1015	7FDC_EMD-31540_H	999	7FDB_EMD-31539_H
1016	7FDC_EMD-31540_G	1000	7FDB_EMD-31539_G
1017	7FDC_EMD-31540_B	1001	7FDB_EMD-31539_B
1018	7FDC_EMD-31540_EA	1002	7FDB_EMD-31539_EA
1019	7FDC_EMD-31540_DA	1003	7FDB_EMD-31539_DA
1020	7FDC_EMD-31540_CA	1004	7FDB_EMD-31539_CA
1021	7FDC_EMD-31540_U	1005	7FDB_EMD-31539_U
1022	7FDC_EMD-31540_T	1006	7FDB_EMD-31539_T
1023	7FDC_EMD-31540_S	1007	7FDB_EMD-31539_S
1024	7FDC_EMD-31540_R	1008	7FDB_EMD-31539_R
1025	7FDC_EMD-31540_A	1009	7FDB_EMD-31539_A
1026	7FG7_EMD-31578_A	494	6ZGH_EMD-11206_A
1027		1027	
1028		1028	
1029		1029	
1030		1030	
1031		1031	
1032		1032	
1033		1033	
1034		1034	
1035		1035	
1036		1036	
1037		1037	
1038	7JMF_EMD-22392_B	64	6PV6_EMD-20486_A
1039	7JMF_EMD-22392_A	65	6PV6_EMD-20486_E
1040	7JMG_EMD-22393_A	64	6PV6_EMD-20486_A
1041	7JMG_EMD-22393_E	65	6PV6_EMD-20486_E
1042	7JMH_EMD-22394_B	64	6PV6_EMD-20486_A
1043	7JMH_EMD-22394_A	65	6PV6_EMD-20486_E
1044	7JMI_EMD-22395_B	64	6PV6_EMD-20486_A
1045	7JMI_EMD-22395_A	65	6PV6_EMD-20486_E
1046	7JMJ_EMD-22396_B	64	6PV6_EMD-20486_A
1047	7JMJ_EMD-22396_A	65	6PV6_EMD-20486_E
1048		1048	
1049		1049	
1050		1050	
1051		1051	
1052		1052	
1053		1053	
1054	7JTI_EMD-22474_A	255	6VYV_EMD-21473_J
1055		1055	
1056		1056	
1057		1057	
1058	7JTS_EMD-22480_C	1058	7JTS_EMD-22480_C
1059		1059	
1060		1060	
1061		1061	
1062		1062	
1063		1063	
1064		1064	
1065	7K5B_EMD-22679_I	1065	7K5B_EMD-22679_I
1066	7K5B_EMD-22679_H	1066	7K5B_EMD-22679_H
1067	7K5B_EMD-22679_G	1067	7K5B_EMD-22679_G
1068	7K5B_EMD-22679_F	1068	7K5B_EMD-22679_F
1069	7K5B_EMD-22679_E	1069	7K5B_EMD-22679_E
1070	7K5B_EMD-22679_D	1070	7K5B_EMD-22679_D
1071	7K5B_EMD-22679_C	1071	7K5B_EMD-22679_C
1072	7K5B_EMD-22679_B	1072	7K5B_EMD-22679_B
1073		1073	
1074	7K5B_EMD-22679_Q	1074	7K5B_EMD-22679_Q
1075	7K5B_EMD-22679_P	1075	7K5B_EMD-22679_P
1076	7K5B_EMD-22679_O	1076	7K5B_EMD-22679_O
1077	7K5B_EMD-22679_N	1077	7K5B_EMD-22679_N
1078	7K5B_EMD-22679_M	1078	7K5B_EMD-22679_M
1079	7K5B_EMD-22679_L	1079	7K5B_EMD-22679_L
1080	7K5B_EMD-22679_K	1080	7K5B_EMD-22679_K
1081	7K5B_EMD-22679_J	1081	7K5B_EMD-22679_J
1082	7K5B_EMD-22679_A	1082	7K5B_EMD-22679_A
1083		1083	
1084	7KEK_EMD-22840_I	1077	7K5B_EMD-22679_N
1085	7KEK_EMD-22840_H	1068	7K5B_EMD-22679_F
1086	7KEK_EMD-22840_G	1067	7K5B_EMD-22679_G
1087	7KEK_EMD-22840_F	1066	7K5B_EMD-22679_H
1088	7KEK_EMD-22840_E	1065	7K5B_EMD-22679_I
1089	7KEK_EMD-22840_D	1072	7K5B_EMD-22679_B
1090	7KEK_EMD-22840_C	1074	7K5B_EMD-22679_Q
1091	7KEK_EMD-22840_B	1071	7K5B_EMD-22679_C
1092	7KEK_EMD-22840_Q	1078	7K5B_EMD-22679_M
1093	7KEK_EMD-22840_P	1081	7K5B_EMD-22679_J
1094	7KEK_EMD-22840_O	1080	7K5B_EMD-22679_K
1095	7KEK_EMD-22840_N	1079	7K5B_EMD-22679_L
1096	7KEK_EMD-22840_M	1075	7K5B_EMD-22679_P
1097	7KEK_EMD-22840_L	1070	7K5B_EMD-22679_D
1098	7KEK_EMD-22840_K	1069	7K5B_EMD-22679_E
1099	7KEK_EMD-22840_J	1076	7K5B_EMD-22679_O
1100	7KEK_EMD-22840_A	1082	7K5B_EMD-22679_A
1101	7KO4_EMD-22964_V	6	6KN7_EMD-0728_V
1102	7KO4_EMD-22964_U	5	6KN7_EMD-0728_U
1103	7KO4_EMD-22964_T	4	6KN7_EMD-0728_T
1104	7KO4_EMD-22964_P	2	6KN7_EMD-0728_P
1105	7KO4_EMD-22964_A	1	6KN7_EMD-0728_A
1106	7KO5_EMD-22965_V	6	6KN7_EMD-0728_V
1107	7KO5_EMD-22965_U	5	6KN7_EMD-0728_U
1108	7KO5_EMD-22965_T	4	6KN7_EMD-0728_T
1109	7KO5_EMD-22965_P	2	6KN7_EMD-0728_P
1110	7KO5_EMD-22965_A	1	6KN7_EMD-0728_A
1111	7KOR_EMD-22981_V	6	6KN7_EMD-0728_V
1112	7KOR_EMD-22981_U	5	6KN7_EMD-0728_U
1113	7KOR_EMD-22981_T	4	6KN7_EMD-0728_T
1114	7KOR_EMD-22981_P	2	6KN7_EMD-0728_P
1115	7KOR_EMD-22981_A	1	6KN7_EMD-0728_A
1116		1116	
1117	7KS0_EMD-23014_B	1117	7KS0_EMD-23014_B
1118	7KS0_EMD-23014_A	1118	7KS0_EMD-23014_A
1119	7KS3_EMD-23015_B	1117	7KS0_EMD-23014_B
1120	7KS3_EMD-23015_A	1118	7KS0_EMD-23014_A
1121	7KTP_EMD-23025_D	1121	7KTP_EMD-23025_D
1122		1122	
1123		1123	
1124		1124	
1125		1125	
1126	7KVC_EMD-23046_A	1126	7KVC_EMD-23046_A
1127	7KVD_EMD-23047_A	1126	7KVC_EMD-23046_A
1128		1128	
1129		1129	
1130		1130	
1131	7KZM_EMD-23082_Y	1058	7JTS_EMD-22480_C
1132		1132	
1133		1133	
1134		1134	
1135		1135	
1136		1136	
1137		1137	
1138	7KZM_EMD-23082_B	1138	7KZM_EMD-23082_B
1139		1139	
1140		1140	
1141		1141	
1142		1142	
1143		1143	
1144		1144	
1145	7KZM_EMD-23082_A	104	6TA4_EMD-10422_A
1146	7L0S_EMD-23102_E	1146	7L0S_EMD-23102_E
1147	7L0S_EMD-23102_D	1147	7L0S_EMD-23102_D
