seq_index	fasta_id	rep_index	rep_fasta_id
1083	7K9L_EMD-22754_A	1083	7K9L_EMD-22754_A
1084	7KEK_EMD-22840_I	1077	7K5B_EMD-22679_N
1085	7KEK_EMD-22840_H	1068	7K5B_EMD-22679_F
1086	7KEK_EMD-22840_G	1067	7K5B_EMD-22679_G
1087	7KEK_EMD-22840_F	1066	7K5B_EMD-22679_H
1088	7KEK_EMD-22840_E	1065	7K5B_EMD-22679_I
1089	7KEK_EMD-22840_D	1072	7K5B_EMD-22679_B
1090	7KEK_EMD-22840_C	1074	7K5B_EMD-22679_Q
1091	7KEK_EMD-22840_B	1071	7K5B_EMD-22679_C
1092	7KEK_EMD-22840_Q	1078	7K5B_EMD-22679_M
1093	7KEK_EMD-22840_P	1081	7K5B_EMD-22679_J
1094	7KEK_EMD-22840_O	1080	7K5B_EMD-22679_K
1095	7KEK_EMD-22840_N	1079	7K5B_EMD-22679_L
1096	7KEK_EMD-22840_M	1075	7K5B_EMD-22679_P
1097	7KEK_EMD-22840_L	1070	7K5B_EMD-22679_D
1098	7KEK_EMD-22840_K	1069	7K5B_EMD-22679_E
1099	7KEK_EMD-22840_J	1076	7K5B_EMD-22679_O
1100	7KEK_EMD-22840_A	1082	7K5B_EMD-22679_A
1101	7KO4_EMD-22964_V	6	6KN7_EMD-0728_V
1102	7KO4_EMD-22964_U	5	6KN7_EMD-0728_U
1103	7KO4_EMD-22964_T	4	6KN7_EMD-0728_T
1104	7KO4_EMD-22964_P	2	6KN7_EMD-0728_P
1105	7KO4_EMD-22964_A	1	6KN7_EMD-0728_A
1106	7KO5_EMD-22965_V	6	6KN7_EMD-0728_V
1107	7KO5_EMD-22965_U	5	6KN7_EMD-0728_U
1108	7KO5_EMD-22965_T	4	6KN7_EMD-0728_T
1109	7KO5_EMD-22965_P	2	6KN7_EMD-0728_P
1110	7KO5_EMD-22965_A	1	6KN7_EMD-0728_A
1111	7KOR_EMD-22981_V	6	6KN7_EMD-0728_V
1112	7KOR_EMD-22981_U	5	6KN7_EMD-0728_U
1113	7KOR_EMD-22981_T	4	6KN7_EMD-0728_T
1114	7KOR_EMD-22981_P	2	6KN7_EMD-0728_P
1115	7KOR_EMD-22981_A	1	6KN7_EMD-0728_A
1116	7KPW_EMD-22990_A	1116	7KPW_EMD-22990_A
1117	7KS0_EMD-23014_B	1117	7KS0_EMD-23014_B
1118	7KS0_EMD-23014_A	1118	7KS0_EMD-23014_A
1119	7KS3_EMD-23015_B	1117	7KS0_EMD-23014_B
1120	7KS3_EMD-23015_A	1118	7KS0_EMD-23014_A
1121	7KTP_EMD-23025_D	1121	7KTP_EMD-23025_D
1122	7KTP_EMD-23025_C	1122	7KTP_EMD-23025_C
1123	7KTP_EMD-23025_B	1123	7KTP_EMD-23025_B
1124	7KTP_EMD-23025_A	1124	7KTP_EMD-23025_A
1125	7KTV_EMD-23031_A	1125	7KTV_EMD-23031_A
1126	7KVC_EMD-23046_A	1126	7KVC_EMD-23046_A
1127	7KVD_EMD-23047_A	1126	7KVC_EMD-23046_A
1128	7KZM_EMD-23082_P	1128	7KZM_EMD-23082_P
1129	7KZM_EMD-23082_S	1129	7KZM_EMD-23082_S
1130	7KZM_EMD-23082_X	1130	7KZM_EMD-23082_X
1131	7KZM_EMD-23082_Y	1058	7JTS_EMD-22480_C
1132	7KZM_EMD-23082_U	1132	7KZM_EMD-23082_U
1133	7KZM_EMD-23082_T	1133	7KZM_EMD-23082_T
1134	7KZM_EMD-23082_R	1134	7KZM_EMD-23082_R
1135	7KZM_EMD-23082_Q	1135	7KZM_EMD-23082_Q
1136	7KZM_EMD-23082_O	1136	7KZM_EMD-23082_O
1137	7KZM_EMD-23082_KA	1137	7KZM_EMD-23082_KA
1138	7KZM_EMD-23082_B	1138	7KZM_EMD-23082_B
1139	7KZM_EMD-23082_HA	1139	7KZM_EMD-23082_HA
1140	7KZM_EMD-23082_EA	1140	7KZM_EMD-23082_EA
1141	7KZM_EMD-23082_DA	1141	7KZM_EMD-23082_DA
1142	7KZM_EMD-23082_CA	1142	7KZM_EMD-23082_CA
1143	7KZM_EMD-23082_W	1143	7KZM_EMD-23082_W
1144	7KZM_EMD-23082_V	1144	7KZM_EMD-23082_V
1145	7KZM_EMD-23082_A	104	6TA4_EMD-10422_A
1146	7L0S_EMD-23102_E	1146	7L0S_EMD-23102_E
1147	7L0S_EMD-23102_D	1147	7L0S_EMD-23102_D
1148	7L0S_EMD-23102_C	1148	7L0S_EMD-23102_C
1149	7L0S_EMD-23102_B	1149	7L0S_EMD-23102_B
1150	7L0S_EMD-23102_A	1150	7L0S_EMD-23102_A
1151	7L5X_EMD-23192_A	1151	7L5X_EMD-23192_A
1152	7L6M_EMD-23145_B	1152	7L6M_EMD-23145_B
1153	7L6M_EMD-23145_A	1153	7L6M_EMD-23145_A
1154	7L6N_EMD-23206_H	1154	7L6N_EMD-23206_H
1155	7L6N_EMD-23206_A	1155	7L6N_EMD-23206_A
1156	7LGE_EMD-23321_A	1156	7LGE_EMD-23321_A
1157	7LGF_EMD-23322_A	1156	7LGE_EMD-23321_A
1158	7LGG_EMD-23323_A	1156	7LGE_EMD-23321_A
1159	7LHH_EMD-23340_D	1159	7LHH_EMD-23340_D
1160	7LHH_EMD-23340_C	1160	7LHH_EMD-23340_C
1161	7LHH_EMD-23340_B	1161	7LHH_EMD-23340_B
1162	7LHH_EMD-23340_A	1162	7LHH_EMD-23340_A
1163	7LHI_EMD-23341_E	1160	7LHH_EMD-23340_C
1164	7LHI_EMD-23341_D	1161	7LHH_EMD-23340_B
1165	7LHI_EMD-23341_C	1165	7LHI_EMD-23341_C
1166	7LHI_EMD-23341_B	1159	7LHH_EMD-23340_D
1167	7LHI_EMD-23341_A	1162	7LHH_EMD-23340_A
1168	7LRG_EMD-23497_G	1168	7LRG_EMD-23497_G
1169	7LRG_EMD-23497_A	1	6KN7_EMD-0728_A
1170	7LUM_EMD-23522_A	1170	7LUM_EMD-23522_A
1171	7LUM_EMD-23522_E	1171	7LUM_EMD-23522_E
1172	7LUM_EMD-23522_G	1172	7LUM_EMD-23522_G
1173	7LUM_EMD-23522_I	1173	7LUM_EMD-23522_I
1174	7LUM_EMD-23522_K	1174	7LUM_EMD-23522_K
1175	7LUM_EMD-23522_M	1175	7LUM_EMD-23522_M
1176	7LUM_EMD-23522_O	1176	7LUM_EMD-23522_O
1177	7LUM_EMD-23522_C	1177	7LUM_EMD-23522_C
1178	7LUP_EMD-23526_Q	378	6XF8_EMD-22166_B
1179	7LUP_EMD-23526_O	1176	7LUM_EMD-23522_O
1180	7LUP_EMD-23526_M	1175	7LUM_EMD-23522_M
1181	7LUP_EMD-23526_K	1174	7LUM_EMD-23522_K
1182	7LUP_EMD-23526_I	1173	7LUM_EMD-23522_I
1183	7LUP_EMD-23526_G	1172	7LUM_EMD-23522_G
1184	7LUP_EMD-23526_E	1171	7LUM_EMD-23522_E
1185	7LUP_EMD-23526_C	1177	7LUM_EMD-23522_C
1186	7LUP_EMD-23526_A	1170	7LUM_EMD-23522_A
1187	7LVT_EMD-23542_A	1187	7LVT_EMD-23542_A
1188	7LZ6_EMD-23603_D	1188	7LZ6_EMD-23603_D
1189	7LZ6_EMD-23603_C	1189	7LZ6_EMD-23603_C
1190	7LZ6_EMD-23603_A	1190	7LZ6_EMD-23603_A
1191	7MBZ_EMD-23751_A	1191	7MBZ_EMD-23751_A
1192	7MBZ_EMD-23751_B	1192	7MBZ_EMD-23751_B
1193	7MBZ_EMD-23751_D	1193	7MBZ_EMD-23751_D
1194	7MD4_EMD-23766_F	1194	7MD4_EMD-23766_F
1195	7MD4_EMD-23766_E	1195	7MD4_EMD-23766_E
1196	7MD4_EMD-23766_C	1196	7MD4_EMD-23766_C
1197	7MD4_EMD-23766_A	1197	7MD4_EMD-23766_A
1198	7MDM_EMD-23775_A	1151	7L5X_EMD-23192_A
1199	7MH0_EMD-23832_A	1199	7MH0_EMD-23832_A
1200	7MKQ_EMD-23903_F	1200	7MKQ_EMD-23903_F
1201	7MKQ_EMD-23903_E	1201	7MKQ_EMD-23903_E
1202	7MKQ_EMD-23903_D	1202	7MKQ_EMD-23903_D
1203	7MKQ_EMD-23903_C	1203	7MKQ_EMD-23903_C
1204	7MKQ_EMD-23903_A	1204	7MKQ_EMD-23903_A
1205	7MOB_EMD-23923_C	1205	7MOB_EMD-23923_C
1206	7MOB_EMD-23923_A	1206	7MOB_EMD-23923_A
1207	7MOC_EMD-23924_A	1207	7MOC_EMD-23924_A
1208	7MOQ_EMD-23926_A	1071	7K5B_EMD-22679_C
1209	7MOQ_EMD-23926_B	1072	7K5B_EMD-22679_B
1210	7MOQ_EMD-23926_C	1082	7K5B_EMD-22679_A
1211	7MOQ_EMD-23926_E	1069	7K5B_EMD-22679_E
1212	7MOQ_EMD-23926_F	1068	7K5B_EMD-22679_F
1213	7MOQ_EMD-23926_H	1066	7K5B_EMD-22679_H
1214	7MOQ_EMD-23926_I	1065	7K5B_EMD-22679_I
1215	7MOQ_EMD-23926_J	1080	7K5B_EMD-22679_K
1216	7MOQ_EMD-23926_M	1078	7K5B_EMD-22679_M
1217	7MOQ_EMD-23926_N	1076	7K5B_EMD-22679_O
1218	7MOQ_EMD-23926_P	1218	7MOQ_EMD-23926_P
1219	7MOQ_EMD-23926_Q	104	6TA4_EMD-10422_A
1220	7MOQ_EMD-23926_T	1220	7MOQ_EMD-23926_T
1221	7MOQ_EMD-23926_X	1221	7MOQ_EMD-23926_X
1222	7MOQ_EMD-23926_G	1067	7K5B_EMD-22679_G
1223	7MOQ_EMD-23926_D	1070	7K5B_EMD-22679_D
1224	7MOQ_EMD-23926_Z	1224	7MOQ_EMD-23926_Z
1225	7MOQ_EMD-23926_R	1138	7KZM_EMD-23082_B
1226	7MOQ_EMD-23926_O	1077	7K5B_EMD-22679_N
1227	7MOQ_EMD-23926_L	1079	7K5B_EMD-22679_L
1228	7MOQ_EMD-23926_K	1081	7K5B_EMD-22679_J
1229	7MP5_EMD-23929_A	1207	7MOC_EMD-23924_A
1230	7MP6_EMD-23930_A	1207	7MOC_EMD-23924_A
1231	7MT8_EMD-23977_B	1231	7MT8_EMD-23977_B
1232	7MT8_EMD-23977_A	1232	7MT8_EMD-23977_A
1233	7MT9_EMD-23978_A	1232	7MT8_EMD-23977_A
1234	7MT9_EMD-23978_B	1231	7MT8_EMD-23977_B
1235	7MUQ_EMD-24018_L	1235	7MUQ_EMD-24018_L
1236	7MUQ_EMD-24018_K	1236	7MUQ_EMD-24018_K
1237	7MUQ_EMD-24018_J	1237	7MUQ_EMD-24018_J
1238	7MUQ_EMD-24018_I	1238	7MUQ_EMD-24018_I
1239	7MUQ_EMD-24018_H	1239	7MUQ_EMD-24018_H
1240	7MUQ_EMD-24018_E	1240	7MUQ_EMD-24018_E
1241	7MUQ_EMD-24018_D	1241	7MUQ_EMD-24018_D
1242	7MUQ_EMD-24018_B	1242	7MUQ_EMD-24018_B
1243	7MUQ_EMD-24018_A	1243	7MUQ_EMD-24018_A
1244	7MUS_EMD-24020_I	1235	7MUQ_EMD-24018_L
1245	7MUS_EMD-24020_H	1236	7MUQ_EMD-24018_K
1246	7MUS_EMD-24020_G	1237	7MUQ_EMD-24018_J
1247	7MUS_EMD-24020_F	1238	7MUQ_EMD-24018_I
1248	7MUS_EMD-24020_E	1239	7MUQ_EMD-24018_H
1249	7MUS_EMD-24020_C	1241	7MUQ_EMD-24018_D
1250	7MUS_EMD-24020_B	1240	7MUQ_EMD-24018_E
1251	7MUS_EMD-24020_DB	1242	7MUQ_EMD-24018_B
1252	7MUS_EMD-24020_A	1243	7MUQ_EMD-24018_A
1253	7MUV_EMD-24023_I	1241	7MUQ_EMD-24018_D
1254	7MUV_EMD-24023_H	1240	7MUQ_EMD-24018_E
1255	7MUV_EMD-24023_E	1235	7MUQ_EMD-24018_L
1256	7MUV_EMD-24023_D	1237	7MUQ_EMD-24018_J
1257	7MUV_EMD-24023_C	1238	7MUQ_EMD-24018_I
1258	7MUV_EMD-24023_B	1239	7MUQ_EMD-24018_H
1259	7MUV_EMD-24023_BB	1236	7MUQ_EMD-24018_K
1260	7MUV_EMD-24023_U	1242	7MUQ_EMD-24018_B
1261	7MUV_EMD-24023_A	1243	7MUQ_EMD-24018_A
1262	7MUW_EMD-24024_I	1240	7MUQ_EMD-24018_E
1263	7MUW_EMD-24024_F	1235	7MUQ_EMD-24018_L
1264	7MUW_EMD-24024_E	1236	7MUQ_EMD-24018_K
1265	7MUW_EMD-24024_D	1237	7MUQ_EMD-24018_J
1266	7MUW_EMD-24024_C	1238	7MUQ_EMD-24018_I
1267	7MUW_EMD-24024_B	1239	7MUQ_EMD-24018_H
1268	7MUW_EMD-24024_W	1242	7MUQ_EMD-24018_B
1269	7MUW_EMD-24024_J	1241	7MUQ_EMD-24018_D
1270	7MUW_EMD-24024_A	1243	7MUQ_EMD-24018_A
1271	7MUY_EMD-24026_I	1235	7MUQ_EMD-24018_L
1272	7MUY_EMD-24026_H	1236	7MUQ_EMD-24018_K
1273	7MUY_EMD-24026_G	1237	7MUQ_EMD-24018_J
1274	7MUY_EMD-24026_F	1238	7MUQ_EMD-24018_I
1275	7MUY_EMD-24026_E	1239	7MUQ_EMD-24018_H
1276	7MUY_EMD-24026_C	1241	7MUQ_EMD-24018_D
1277	7MUY_EMD-24026_B	1240	7MUQ_EMD-24018_E
1278	7MUY_EMD-24026_Q	1242	7MUQ_EMD-24018_B
1279	7MUY_EMD-24026_A	1243	7MUQ_EMD-24018_A
1280	7N32_EMD-22677_B	104	6TA4_EMD-10422_A
1281	7N32_EMD-22677_A	1138	7KZM_EMD-23082_B
1282	7N85_EMD-24232_U	1282	7N85_EMD-24232_U
1283	7N85_EMD-24232_R	1283	7N85_EMD-24232_R
1284	7N85_EMD-24232_Q	1284	7N85_EMD-24232_Q
1285	7N85_EMD-24232_G	1285	7N85_EMD-24232_G
1286	7N85_EMD-24232_F	1286	7N85_EMD-24232_F
1287	7N85_EMD-24232_E	1287	7N85_EMD-24232_E
1288	7N85_EMD-24232_B	1288	7N85_EMD-24232_B
1289	7N85_EMD-24232_Z	1289	7N85_EMD-24232_Z
1290	7N85_EMD-24232_Y	1290	7N85_EMD-24232_Y
1291	7N85_EMD-24232_A	1291	7N85_EMD-24232_A
1292	7N97_EMD-24251_B	1292	7N97_EMD-24251_B
1293	7N97_EMD-24251_A	1293	7N97_EMD-24251_A
1294	7N9Q_EMD-24259_A	1292	7N97_EMD-24251_B
1295	7N9R_EMD-24260_A	1292	7N97_EMD-24251_B
1296	7N9S_EMD-24261_B	1292	7N97_EMD-24251_B
1297	7N9S_EMD-24261_A	1293	7N97_EMD-24251_A
1298	7N9Y_EMD-24264_B	1292	7N97_EMD-24251_B
1299	7N9Y_EMD-24264_A	1299	7N9Y_EMD-24264_A
1300	7NBX_EMD-12262_E	94	6SMX_EMD-10247_E
1301	7NBX_EMD-12262_D	93	6SMX_EMD-10247_D
1302	7NBX_EMD-12262_C	1302	7NBX_EMD-12262_C
1303	7NBX_EMD-12262_B	91	6SMX_EMD-10247_B
1304	7NBX_EMD-12262_A	90	6SMX_EMD-10247_A
1305	7NCS_EMD-12271_G	1305	7NCS_EMD-12271_G
1306	7NCS_EMD-12271_F	1306	7NCS_EMD-12271_F
1307	7NCS_EMD-12271_E	94	6SMX_EMD-10247_E
1308	7NCS_EMD-12271_D	93	6SMX_EMD-10247_D
1309	7NCS_EMD-12271_C	1302	7NBX_EMD-12262_C
1310	7NCS_EMD-12271_B	91	6SMX_EMD-10247_B
1311	7NCS_EMD-12271_A	90	6SMX_EMD-10247_A
1312	7ND0_EMD-12272_G	1305	7NCS_EMD-12271_G
1313	7ND0_EMD-12272_F	1306	7NCS_EMD-12271_F
1314	7ND0_EMD-12272_E	94	6SMX_EMD-10247_E
1315	7ND0_EMD-12272_D	93	6SMX_EMD-10247_D
1316	7ND0_EMD-12272_C	1302	7NBX_EMD-12262_C
1317	7ND0_EMD-12272_B	91	6SMX_EMD-10247_B
1318	7ND0_EMD-12272_A	90	6SMX_EMD-10247_A
1319	7NDG_EMD-12286_D	1319	7NDG_EMD-12286_D
1320	7NDG_EMD-12286_C	1320	7NDG_EMD-12286_C
1321	7NDG_EMD-12286_B	1321	7NDG_EMD-12286_B
1322	7NDG_EMD-12286_A	1322	7NDG_EMD-12286_A
1323	7NGC_EMD-12312_A	1323	7NGC_EMD-12312_A
1324	7NGF_EMD-12313_A	1323	7NGC_EMD-12312_A
1325	7NH1_EMD-12318_A	1325	7NH1_EMD-12318_A
1326	7NH3_EMD-12319_A	1325	7NH1_EMD-12318_A
1327	7NO1_EMD-12486_A	1327	7NO1_EMD-12486_A
1328	7NO3_EMD-12488_A	1327	7NO1_EMD-12486_A
1329	7NO4_EMD-12489_A	1327	7NO1_EMD-12486_A
1330	7NO5_EMD-12490_A	1327	7NO1_EMD-12486_A
1331	7NO6_EMD-12491_A	1327	7NO1_EMD-12486_A
1332	7NO7_EMD-12492_A	1327	7NO1_EMD-12486_A
1333	7NO8_EMD-12493_A	1327	7NO1_EMD-12486_A
1334	7NO9_EMD-12494_A	1327	7NO1_EMD-12486_A
1335	7NOA_EMD-12495_A	1327	7NO1_EMD-12486_A
1336	7NOB_EMD-12496_A	1327	7NO1_EMD-12486_A
1337	7NOC_EMD-12497_A	1327	7NO1_EMD-12486_A
1338	7NOD_EMD-12498_A	1327	7NO1_EMD-12486_A
1339	7NOE_EMD-12499_A	1327	7NO1_EMD-12486_A
1340	7NOF_EMD-12500_A	1327	7NO1_EMD-12486_A
1341	7NOG_EMD-12501_A	1327	7NO1_EMD-12486_A
1342	7NOH_EMD-12502_A	1327	7NO1_EMD-12486_A
1343	7NOI_EMD-12503_A	1327	7NO1_EMD-12486_A
1344	7NOJ_EMD-12504_A	1327	7NO1_EMD-12486_A
1345	7NOM_EMD-12507_A	1327	7NO1_EMD-12486_A
1346	7NON_EMD-12508_A	1327	7NO1_EMD-12486_A
1347	7NOO_EMD-12509_A	1327	7NO1_EMD-12486_A
1348	7NOP_EMD-12510_A	1327	7NO1_EMD-12486_A
1349	7NOQ_EMD-12511_A	1327	7NO1_EMD-12486_A
1350	7NPV_EMD-12522_M	1350	7NPV_EMD-12522_M
1351	7NPV_EMD-12522_G	1351	7NPV_EMD-12522_G
1352	7NPV_EMD-12522_A	1352	7NPV_EMD-12522_A
1353	7NSU_EMD-12577_F	1353	7NSU_EMD-12577_F
1354	7NSU_EMD-12577_E	1354	7NSU_EMD-12577_E
1355	7NSU_EMD-12577_D	1355	7NSU_EMD-12577_D
1356	7NSU_EMD-12577_A	1356	7NSU_EMD-12577_A
1357	7NTF_EMD-12588_A	1357	7NTF_EMD-12588_A
1358	7NTX_EMD-10889_A	443	6YRG_EMD-10889_A
1359	7NYY_EMD-12658_A	1359	7NYY_EMD-12658_A
1360	7NYY_EMD-12658_C	1360	7NYY_EMD-12658_C
1361	7NYY_EMD-12658_E	1361	7NYY_EMD-12658_E
1362	7NYY_EMD-12658_G	1362	7NYY_EMD-12658_G
1363	7O17_EMD-12692_A	1363	7O17_EMD-12692_A
1364	7O17_EMD-12692_B	1364	7O17_EMD-12692_B
1365	7O17_EMD-12692_D	1365	7O17_EMD-12692_D
1366	7O3W_EMD-12710_A	1366	7O3W_EMD-12710_A
1367	7O3Z_EMD-12714_A	1366	7O3W_EMD-12710_A
1368	7O41_EMD-12715_D	1368	7O41_EMD-12715_D
1369	7O41_EMD-12715_B	1369	7O41_EMD-12715_B
1370	7O41_EMD-12715_A	1370	7O41_EMD-12715_A
1371	7OA6_EMD-12766_A	1371	7OA6_EMD-12766_A
1372	7OGT_EMD-12887_B	1372	7OGT_EMD-12887_B
1373	7OGT_EMD-12887_A	1373	7OGT_EMD-12887_A
1374	7OH1_EMD-12891_A	1374	7OH1_EMD-12891_A
1375	7OH1_EMD-12891_B	1375	7OH1_EMD-12891_B
1376	7OH1_EMD-12891_C	1376	7OH1_EMD-12891_C
1377	7OTG_EMD-13059_A	1377	7OTG_EMD-13059_A
1378	7OU2_EMD-13073_A	1378	7OU2_EMD-13073_A
1379	7OVQ_EMD-13087_A	1379	7OVQ_EMD-13087_A
1380	7OVR_EMD-13088_A	1379	7OVQ_EMD-13087_A
1381	7OWG_EMD-13097_A	1381	7OWG_EMD-13097_A
1382	7OWG_EMD-13097_B	1382	7OWG_EMD-13097_B
1383	7OWG_EMD-13097_C	1383	7OWG_EMD-13097_C
1384	7OWG_EMD-13097_D	1384	7OWG_EMD-13097_D
1385	7P3N_EMD-13181_U	1385	7P3N_EMD-13181_U
1386	7P3N_EMD-13181_T	1386	7P3N_EMD-13181_T
1387	7P3N_EMD-13181_S	1387	7P3N_EMD-13181_S
1388	7P3N_EMD-13181_R	1388	7P3N_EMD-13181_R
1389	7P3N_EMD-13181_Q	1389	7P3N_EMD-13181_Q
1390	7P3N_EMD-13181_G	1390	7P3N_EMD-13181_G
1391	7P3N_EMD-13181_D	1391	7P3N_EMD-13181_D
1392	7P3N_EMD-13181_A	1392	7P3N_EMD-13181_A
1393	7PCF_EMD-13319_C	1393	7PCF_EMD-13319_C
1394	7PCF_EMD-13319_B	1394	7PCF_EMD-13319_B
1395	7PCF_EMD-13319_A	1395	7PCF_EMD-13319_A
1396	7PD4_EMD-13330_A	1396	7PD4_EMD-13330_A
1397	7PDE_EMD-13335_A	1396	7PD4_EMD-13330_A
1398	7PDE_EMD-13335_B	1398	7PDE_EMD-13335_B
1399	7PE3_EMD-13346_A	1399	7PE3_EMD-13346_A
1400	7PG0_EMD-13385_D	1194	7MD4_EMD-23766_F
1401	7PG0_EMD-13385_C	1195	7MD4_EMD-23766_E
1402	7PG0_EMD-13385_A	654	7BWA_EMD-30231_A
1403	7PG2_EMD-13386_D	1194	7MD4_EMD-23766_F
1404	7PG2_EMD-13386_C	1195	7MD4_EMD-23766_E
1405	7PG2_EMD-13386_A	654	7BWA_EMD-30231_A
1406	7PG3_EMD-13387_D	1194	7MD4_EMD-23766_F
1407	7PG3_EMD-13387_C	1195	7MD4_EMD-23766_E
1408	7PG3_EMD-13387_A	654	7BWA_EMD-30231_A
1409	7PGT_EMD-13395_A	1207	7MOC_EMD-23924_A
1410	7PIM_EMD-13442_B	1410	7PIM_EMD-13442_B
1411	7PIM_EMD-13442_A	1411	7PIM_EMD-13442_A
1412	7PKY_EMD-13482_A	1412	7PKY_EMD-13482_A
1413	7PTT_EMD-13637_A	1413	7PTT_EMD-13637_A
1414	7PTY_EMD-13643_A	1414	7PTY_EMD-13643_A
1415	7Q1V_EMD-13767_A	1368	7O41_EMD-12715_D
1416	7Q4V_EMD-13818_C	1416	7Q4V_EMD-13818_C
1417	7Q4V_EMD-13818_B	1417	7Q4V_EMD-13818_B
1418	7Q4V_EMD-13818_A	1418	7Q4V_EMD-13818_A
1419	7Q53_EMD-13824_B	1419	7Q53_EMD-13824_B
1420	7Q53_EMD-13824_A	1420	7Q53_EMD-13824_A
1421	7Q55_EMD-13826_B	1419	7Q53_EMD-13824_B
1422	7Q55_EMD-13826_A	1420	7Q53_EMD-13824_A
1423	7Q56_EMD-13827_B	1419	7Q53_EMD-13824_B
1424	7Q56_EMD-13827_A	1420	7Q53_EMD-13824_A
1425	7QCD_EMD-13895_F	1425	7QCD_EMD-13895_F
1426	7QCD_EMD-13895_E	1426	7QCD_EMD-13895_E
1427	7QCD_EMD-13895_D	1427	7QCD_EMD-13895_D
1428	7QCD_EMD-13895_C	1428	7QCD_EMD-13895_C
1429	7QCD_EMD-13895_B	1429	7QCD_EMD-13895_B
1430	7QCD_EMD-13895_A	1430	7QCD_EMD-13895_A
1431	7QE5_EMD-13930_B	1431	7QE5_EMD-13930_B
1432	7QE5_EMD-13930_A	1432	7QE5_EMD-13930_A
1433	7QID_EMD-10311_E	1195	7MD4_EMD-23766_E
1434	7QID_EMD-10311_F	1194	7MD4_EMD-23766_F
1435	7QID_EMD-10311_B	1435	7QID_EMD-10311_B
1436	7QID_EMD-10311_A	1436	7QID_EMD-10311_A
1437	7QIM_EMD-13990_A	1	6KN7_EMD-0728_A
1438	7QIN_EMD-13991_L	1438	7QIN_EMD-13991_L
1439	7QIN_EMD-13991_A	1	6KN7_EMD-0728_A
1440	7QJ0_EMD-14005_K	1440	7QJ0_EMD-14005_K
1441	7QJ0_EMD-14005_J	175	6V6C_EMD-21068_A
1442	7QJ0_EMD-14005_G	1442	7QJ0_EMD-14005_G
1443	7QJ0_EMD-14005_E	366	6X0V_EMD-21985_B
1444	7QJ0_EMD-14005_D	1444	7QJ0_EMD-14005_D
1445	7QJ0_EMD-14005_B	1445	7QJ0_EMD-14005_B
1446	7QJ0_EMD-14005_A	1446	7QJ0_EMD-14005_A
1447	7QJ1_EMD-14006_K	1440	7QJ0_EMD-14005_K
1448	7QJ1_EMD-14006_J	175	6V6C_EMD-21068_A
1449	7QJ1_EMD-14006_G	1442	7QJ0_EMD-14005_G
1450	7QJ1_EMD-14006_E	366	6X0V_EMD-21985_B
1451	7QJ1_EMD-14006_D	1445	7QJ0_EMD-14005_B
1452	7QJ1_EMD-14006_B	1446	7QJ0_EMD-14005_A
1453	7QJ1_EMD-14006_A	1444	7QJ0_EMD-14005_D
1454	7QJ3_EMD-14008_N	175	6V6C_EMD-21068_A
1455	7QJ3_EMD-14008_K	1442	7QJ0_EMD-14005_G
1456	7QJ3_EMD-14008_I	366	6X0V_EMD-21985_B
1457	7QJ3_EMD-14008_G	1444	7QJ0_EMD-14005_D
1458	7QJ3_EMD-14008_D	1445	7QJ0_EMD-14005_B
1459	7QJ3_EMD-14008_C	1446	7QJ0_EMD-14005_A
1460	7QJ3_EMD-14008_A	1440	7QJ0_EMD-14005_K
1461	7QJ6_EMD-14011_Q	1440	7QJ0_EMD-14005_K
1462	7QJ6_EMD-14011_M	175	6V6C_EMD-21068_A
1463	7QJ6_EMD-14011_K	1444	7QJ0_EMD-14005_D
1464	7QJ6_EMD-14011_J	1442	7QJ0_EMD-14005_G
1465	7QJ6_EMD-14011_D	366	6X0V_EMD-21985_B
1466	7QJ6_EMD-14011_C	1445	7QJ0_EMD-14005_B
1467	7QJ6_EMD-14011_B	1446	7QJ0_EMD-14005_A
1468	7QJ6_EMD-14011_A	1	6KN7_EMD-0728_A
1469	7QJD_EMD-14018_N	175	6V6C_EMD-21068_A
1470	7QJD_EMD-14018_L	1444	7QJ0_EMD-14005_D
1471	7QJD_EMD-14018_K	1442	7QJ0_EMD-14005_G
1472	7QJD_EMD-14018_G	1446	7QJ0_EMD-14005_A
1473	7QJD_EMD-14018_D	1445	7QJ0_EMD-14005_B
1474	7QJD_EMD-14018_C	366	6X0V_EMD-21985_B
1475	7QJD_EMD-14018_A	1440	7QJ0_EMD-14005_K
1476	7QJE_EMD-14019_A	1442	7QJ0_EMD-14005_G
1477	7QJE_EMD-14019_B	1444	7QJ0_EMD-14005_D
1478	7QJE_EMD-14019_D	175	6V6C_EMD-21068_A
1479	7QJE_EMD-14019_E	1440	7QJ0_EMD-14005_K
1480	7QO3_EMD-14082_I	1480	7QO3_EMD-14082_I
1481	7QO3_EMD-14082_H	1481	7QO3_EMD-14082_H
1482	7QO3_EMD-14082_G	1482	7QO3_EMD-14082_G
1483	7QO3_EMD-14082_F	1483	7QO3_EMD-14082_F
1484	7QO3_EMD-14082_E	1484	7QO3_EMD-14082_E
1485	7QO3_EMD-14082_D	1485	7QO3_EMD-14082_D
1486	7QO3_EMD-14082_C	1486	7QO3_EMD-14082_C
1487	7QO3_EMD-14082_OA	1487	7QO3_EMD-14082_OA
1488	7QO3_EMD-14082_NA	1488	7QO3_EMD-14082_NA
1489	7QO3_EMD-14082_MA	1489	7QO3_EMD-14082_MA
